s_no,title,body,industry,Region,source,date,latitude,longitude
265,Procurement of 0613-234022125007/14 Huahong Wuxi 12-Inch IC Manufacturing(2),"0613-234022125007/14,Huahong Wuxi 12-Inch IC Manufacturing","Manufacture of Computers, Communication and Other Electronic Equipment ",ChinaJiangsu,Currency,2023-10-24,33.0000001,119.9999999
266,Procurement of 0613-234022125007/12 Huahong Wuxi 12-Inch IC Manufacturing(2),"0613-234022125007/12,Huahong Wuxi 12-Inch IC Manufacturing","Manufacture of Computers, Communication and Other Electronic Equipment ",ChinaJiangsu,Currency,2023-10-24,33.0000001,119.9999999
267,Procurement of 0613-234022125007/11 Huahong Wuxi 12-Inch IC Manufacturing(2),"0613-234022125007/11,Huahong Wuxi 12-Inch IC Manufacturing","Manufacture of Computers, Communication and Other Electronic Equipment ",ChinaJiangsu,Currency,2023-10-24,33.0000001,119.9999999
268,Procurement of 0613-234022125007/10 Huahong Wuxi 12-Inch IC Manufacturing(2),"0613-234022125007/10,Huahong Wuxi 12-Inch IC Manufacturing","Manufacture of Computers, Communication and Other Electronic Equipment ",ChinaJiangsu,Currency,2023-10-24,33.0000001,119.9999999
269,Procurement of 0613-234022125007/08 Huahong Wuxi 12-Inch IC Manufacturing(2),"0613-234022125007/08,Huahong Wuxi 12-Inch IC Manufacturing","Manufacture of Computers, Communication and Other Electronic Equipment ",ChinaJiangsu,Currency,2023-10-24,33.0000001,119.9999999
270,Procurement of 0613-234022125007/07 Huahong Wuxi 12-Inch IC Manufacturing(2),"0613-234022125007/07,Huahong Wuxi 12-Inch IC Manufacturing","Manufacture of Computers, Communication and Other Electronic Equipment ",ChinaJiangsu,Currency,2023-10-24,33.0000001,119.9999999
271,Procurement of 0613-234022125007/09 Huahong Wuxi 12-Inch IC Manufacturing(2),"0613-234022125007/09,Huahong Wuxi 12-Inch IC Manufacturing","Manufacture of Computers, Communication and Other Electronic Equipment ",ChinaJiangsu,Currency,2023-10-24,33.0000001,119.9999999
272,Procurement of 0613-234022125007/06 Huahong Wuxi 12-Inch IC Manufacturing(2),"0613-234022125007/06,Huahong Wuxi 12-Inch IC Manufacturing","Manufacture of Computers, Communication and Other Electronic Equipment ",ChinaJiangsu,Currency,2023-10-24,33.0000001,119.9999999
273,Procurement of 0613-234022125007/04 Huahong Wuxi 12-Inch IC Manufacturing(2),"0613-234022125007/04,Huahong Wuxi 12-Inch IC Manufacturing","Manufacture of Computers, Communication and Other Electronic Equipment ",ChinaJiangsu,Currency,2023-10-24,33.0000001,119.9999999
274,Procurement of 0613-234022125007/05 Huahong Wuxi 12-Inch IC Manufacturing(2),"0613-234022125007/05,Huahong Wuxi 12-Inch IC Manufacturing","Manufacture of Computers, Communication and Other Electronic Equipment ",ChinaJiangsu,Currency,2023-10-24,33.0000001,119.9999999
275,Procurement of 0613-234022125007/03 Huahong Wuxi 12-Inch IC Manufacturing(2),"0613-234022125007/03,Huahong Wuxi 12-Inch IC Manufacturing","Manufacture of Computers, Communication and Other Electronic Equipment ",ChinaJiangsu,Currency,2023-10-24,33.0000001,119.9999999
276,Procurement of 0613-234022125007/02 Huahong Wuxi 12-Inch IC Manufacturing(2),"0613-234022125007/02,Huahong Wuxi 12-Inch IC Manufacturing","Manufacture of Computers, Communication and Other Electronic Equipment ",ChinaJiangsu,Currency,2023-10-24,33.0000001,119.9999999
277,Procurement of 0613-234022125007/01 Huahong Wuxi 12-Inch IC Manufacturing(2),"0613-234022125007/01,Huahong Wuxi 12-Inch IC Manufacturing","Manufacture of Computers, Communication and Other Electronic Equipment ",ChinaJiangsu,Currency,2023-10-24,33.0000001,119.9999999
278,Procurement of 0613-234027025165 HP separator of EVA device(1),"0613-234027025165,HP separator of EVA device",Manufacture of Raw Chemical Materials and Chemical  Products,ChinaGuangxi,Currency,2023-10-24,24.0,109.0
279,"Procurement of 0664-2340SUMECK20/03 High voltage switchgear, etc(1)","0664-2340SUMECK20/03,High voltage switchgear, etc","Manufacture of Railway, Ship ,Aerospace and Other Transport Equipment ",ChinaJiangsu,Currency,2023-10-24,33.0000001,119.9999999
280,Procurement of 0664-2340SUMECK20/02 High voltage transformer(1),"0664-2340SUMECK20/02,High voltage transformer","Manufacture of Railway, Ship ,Aerospace and Other Transport Equipment ",ChinaJiangsu,Currency,2023-10-24,33.0000001,119.9999999
281,Procurement of 0664-2340SUMECK20/01 GIS composite electrical appliances(1),"0664-2340SUMECK20/01,GIS composite electrical appliances","Manufacture of Railway, Ship ,Aerospace and Other Transport Equipment ",ChinaJiangsu,Currency,2023-10-24,33.0000001,119.9999999
282,Procurement of 0613-234022125008/03 Huahong Wuxi 12-Inch IC Manufacturing(2),"0613-234022125008/03,Huahong Wuxi 12-Inch IC Manufacturing","Manufacture of Computers, Communication and Other Electronic Equipment ",ChinaJiangsu,Currency,2023-10-24,33.0000001,119.9999999
283,Procurement of 0613-234022125008/04 Huahong Wuxi 12-Inch IC Manufacturing(2),"0613-234022125008/04,Huahong Wuxi 12-Inch IC Manufacturing","Manufacture of Computers, Communication and Other Electronic Equipment ",ChinaJiangsu,Currency,2023-10-24,33.0000001,119.9999999
284,Procurement of 0613-234022125008/02 Huahong Wuxi 12-Inch IC Manufacturing(2),"0613-234022125008/02,Huahong Wuxi 12-Inch IC Manufacturing","Manufacture of Computers, Communication and Other Electronic Equipment ",ChinaJiangsu,Currency,2023-10-24,33.0000001,119.9999999
285,Procurement of 0613-234022125008/01 Huahong Wuxi 12-Inch IC Manufacturing(2),"0613-234022125008/01,Huahong Wuxi 12-Inch IC Manufacturing","Manufacture of Computers, Communication and Other Electronic Equipment ",ChinaJiangsu,Currency,2023-10-24,33.0000001,119.9999999
286,Procurement of 0613-234022125006 Huahong Wuxi 12-Inch IC Manufacturing(2),"0613-234022125006,Huahong Wuxi 12-Inch IC Manufacturing","Manufacture of Computers, Communication and Other Electronic Equipment ",ChinaJiangsu,Currency,2023-10-24,33.0000001,119.9999999
287,Procurement of 1825-234A20232115 refer to the chinese(1),"1825-234A20232115,refer to the chinese",Health ,ChinaShanghai,Currency,2023-10-24,31.2312707,121.4700152
288,Procurement of 0613-234022125010/02 Huahong Wuxi 12-Inch IC Manufacturing(2),"0613-234022125010/02,Huahong Wuxi 12-Inch IC Manufacturing","Manufacture of Computers, Communication and Other Electronic Equipment ",ChinaJiangsu,Currency,2023-10-24,33.0000001,119.9999999
289,Procurement of 0613-234022125010/01 Huahong Wuxi 12-Inch IC Manufacturing(2),"0613-234022125010/01,Huahong Wuxi 12-Inch IC Manufacturing","Manufacture of Computers, Communication and Other Electronic Equipment ",ChinaJiangsu,Currency,2023-10-24,33.0000001,119.9999999
290,Procurement of 0613-234022125009/01 Huahong Wuxi 12-Inch IC Manufacturing(2),"0613-234022125009/01,Huahong Wuxi 12-Inch IC Manufacturing","Manufacture of Computers, Communication and Other Electronic Equipment ",ChinaJiangsu,Currency,2023-10-24,33.0000001,119.9999999
291,Procurement of 0613-234022125009/02 Huahong Wuxi 12-Inch IC Manufacturing(2),"0613-234022125009/02,Huahong Wuxi 12-Inch IC Manufacturing","Manufacture of Computers, Communication and Other Electronic Equipment ",ChinaJiangsu,Currency,2023-10-24,33.0000001,119.9999999
292,Procurement of 0650-234HYGJ00029 Jiningyiliaofazhanjituanyouxianzerengongsi Medical Equipment procurement project (the fourth batch)(1),"0650-234HYGJ00029,Jiningyiliaofazhanjituanyouxianzerengongsi Medical Equipment procurement project (the fourth batch)",Health ,ChinaShandong,Currency,2023-10-24,36.398987,118.5055691
293,Procurement of 3108-23400050049A XX series engine production line technical transformation project (phase II) - crankshaft grinding machine transformation(1),"3108-23400050049A,XX series engine production line technical transformation project (phase II) - crankshaft grinding machine transformation","Manufacture of Railway, Ship ,Aerospace and Other Transport Equipment ",ChinaChongqing,Currency,2023-10-24,29.5656729,106.5479189
294,Procurement of 0613-234024104962 Film and television lighting equipment(2),"0613-234024104962,Film and television lighting equipment",Education ,ChinaShanghai,Currency,2023-10-24,31.2312707,121.4700152
295,Procurement of 0613-234024104963 Pan tilt auxiliary equipment(2),"0613-234024104963,Pan tilt auxiliary equipment",Education ,ChinaShanghai,Currency,2023-10-24,31.2312707,121.4700152
296,Procurement of 0613-234124104919 Flexible semiconductor display dielectric and packaging film preparation equipment(2),"0613-234124104919,Flexible semiconductor display dielectric and packaging film preparation equipment",Education ,ChinaShanghai,Currency,2023-10-24,31.2312707,121.4700152
297,Procurement of 0613-234124104913 Fully automatic high-throughput pathological tissue imaging instrument(2),"0613-234124104913,Fully automatic high-throughput pathological tissue imaging instrument",Education ,ChinaShanghai,Currency,2023-10-24,31.2312707,121.4700152
298,Procurement of 4197-234VISIONOX1/01 G5.5 AMOLED PRODUCT TECHNOLOGY UPGRADE AND EXPEND PROJECT(1),"4197-234VISIONOX1,G5.5 AMOLED PRODUCT TECHNOLOGY UPGRADE AND EXPEND PROJECT","Manufacture of Computers, Communication and Other Electronic Equipment ",ChinaJiangsu,Currency,2023-10-24,33.0000001,119.9999999
299,Procurement of 0712-234032303069/01 China-korea Petrochemical 2023 refinery laboratory analysis instrument project(2),"0712-234032303069/01,China-korea Petrochemical 2023 refinery laboratory analysis instrument project","Processing of Petroleum, Coking and  of Nuclear Fuel",ChinaHubei,Currency,2023-10-24,31.15305035,112.88064226239663
300,Procurement of 0712-234032303069/02 China-korea Petrochemical 2023 refinery laboratory analysis instrument project(2),"0712-234032303069/02,China-korea Petrochemical 2023 refinery laboratory analysis instrument project","Processing of Petroleum, Coking and  of Nuclear Fuel",ChinaHubei,Currency,2023-10-24,31.15305035,112.88064226239663
301,Procurement of 0705-234023603821/02 Huahong Wuxi 12-Inch IC Manufacturing(2),"0705-234023603821/02,Huahong Wuxi 12-Inch IC Manufacturing","Manufacture of Computers, Communication and Other Electronic Equipment ",ChinaJiangsu,Currency,2023-10-24,33.0000001,119.9999999
302,Procurement of 0705-234023603822 Huahong Wuxi 12-Inch IC Manufacturing(2),"0705-234023603822,Huahong Wuxi 12-Inch IC Manufacturing","Manufacture of Computers, Communication and Other Electronic Equipment ",ChinaJiangsu,Currency,2023-10-24,33.0000001,119.9999999
303,Procurement of 0705-234023603821/01 Huahong Wuxi 12-Inch IC Manufacturing(2),"0705-234023603821/01,Huahong Wuxi 12-Inch IC Manufacturing","Manufacture of Computers, Communication and Other Electronic Equipment ",ChinaJiangsu,Currency,2023-10-24,33.0000001,119.9999999
304,Procurement of 0705-234023603820 Huahong Wuxi 12-Inch IC Manufacturing(2),"0705-234023603820,Huahong Wuxi 12-Inch IC Manufacturing","Manufacture of Computers, Communication and Other Electronic Equipment ",ChinaJiangsu,Currency,2023-10-24,33.0000001,119.9999999
305,Procurement of 1214-234010314HZN MEDICAL INSTRUMENT PURCHASING PROJECT(1),"1214-234010314HZN,MEDICAL INSTRUMENT PURCHASING PROJECT",Health ,ChinaJiangsu,Currency,2023-10-24,33.0000001,119.9999999
306,Procurement of 0729-234OIT572272 Advanced Low-Frequency Noise Analyzer(1),"0729-234OIT572272,Advanced Low-Frequency Noise Analyzer",Research and Experimental Development,ChinaBeijing,Currency,2023-10-24,39.9057136,116.3912972
307,Procurement of 0705-234023603819 Huahong Wuxi 12-Inch IC Manufacturing(2),"0705-234023603819,Huahong Wuxi 12-Inch IC Manufacturing","Manufacture of Computers, Communication and Other Electronic Equipment ",ChinaJiangsu,Currency,2023-10-24,33.0000001,119.9999999
308,Procurement of 1250-234FJYS23004/01 Fujian Children's Hospital digital dermoscope procurement project(1),"1250-234FJYS23004/01,Fujian Children's Hospital digital dermoscope procurement project",Manufacture of Medicines,ChinaFujian,Currency,2023-10-24,26.193218,118.2208721
309,Procurement of 1250-234FJYS23004/02 Fujian Children's Hospital digital dermoscope procurement project(1),"1250-234FJYS23004/02,Fujian Children's Hospital digital dermoscope procurement project",Manufacture of Medicines,ChinaFujian,Currency,2023-10-24,26.193218,118.2208721
310,Procurement of 1473-2340GK01H054/ Wuxi Microelectronics Research Center probe test bench tender announcement,"1473-2340GK01H054/,Probe test bench",Manufacture of Measuring Instruments and Machinery ,ChinaJiangsu,Currency,2023-10-24,33.0000001,119.9999999
311,Procurement of 0613-234022125005/02 Huahong Wuxi 12-Inch IC Manufacturing(2),"0613-234022125005/02,Huahong Wuxi 12-Inch IC Manufacturing","Manufacture of Computers, Communication and Other Electronic Equipment ",ChinaJiangsu,Currency,2023-10-24,33.0000001,119.9999999
312,Procurement of 0613-234022125005/03 Huahong Wuxi 12-Inch IC Manufacturing(2),"0613-234022125005/03,Huahong Wuxi 12-Inch IC Manufacturing","Manufacture of Computers, Communication and Other Electronic Equipment ",ChinaJiangsu,Currency,2023-10-24,33.0000001,119.9999999
313,Procurement of 0613-234022125004/11 Huahong Wuxi 12-Inch IC Manufacturing(2),"0613-234022125004/11,Huahong Wuxi 12-Inch IC Manufacturing","Manufacture of Computers, Communication and Other Electronic Equipment ",ChinaJiangsu,Currency,2023-10-24,33.0000001,119.9999999
314,Procurement of 0613-234022125004/13 Huahong Wuxi 12-Inch IC Manufacturing(2),"0613-234022125004/13,Huahong Wuxi 12-Inch IC Manufacturing","Manufacture of Computers, Communication and Other Electronic Equipment ",ChinaJiangsu,Currency,2023-10-24,33.0000001,119.9999999
315,Procurement of 0613-234022125004/12 Huahong Wuxi 12-Inch IC Manufacturing(2),"0613-234022125004/12,Huahong Wuxi 12-Inch IC Manufacturing","Manufacture of Computers, Communication and Other Electronic Equipment ",ChinaJiangsu,Currency,2023-10-24,33.0000001,119.9999999
316,Procurement of 0613-234022125005/01 Huahong Wuxi 12-Inch IC Manufacturing(2),"0613-234022125005/01,Huahong Wuxi 12-Inch IC Manufacturing","Manufacture of Computers, Communication and Other Electronic Equipment ",ChinaJiangsu,Currency,2023-10-24,33.0000001,119.9999999
317,Procurement of 0613-234022125004/10 Huahong Wuxi 12-Inch IC Manufacturing(2),"0613-234022125004/10,Huahong Wuxi 12-Inch IC Manufacturing","Manufacture of Computers, Communication and Other Electronic Equipment ",ChinaJiangsu,Currency,2023-10-24,33.0000001,119.9999999
318,Procurement of 0613-234022125004/09 Huahong Wuxi 12-Inch IC Manufacturing(2),"0613-234022125004/09,Huahong Wuxi 12-Inch IC Manufacturing","Manufacture of Computers, Communication and Other Electronic Equipment ",ChinaJiangsu,Currency,2023-10-24,33.0000001,119.9999999
319,Procurement of 0613-234022125004/04 Huahong Wuxi 12-Inch IC Manufacturing(2),"0613-234022125004/04,Huahong Wuxi 12-Inch IC Manufacturing","Manufacture of Computers, Communication and Other Electronic Equipment ",ChinaJiangsu,Currency,2023-10-24,33.0000001,119.9999999
320,Procurement of 0613-234022125004/08 Huahong Wuxi 12-Inch IC Manufacturing(2),"0613-234022125004/08,Huahong Wuxi 12-Inch IC Manufacturing","Manufacture of Computers, Communication and Other Electronic Equipment ",ChinaJiangsu,Currency,2023-10-24,33.0000001,119.9999999
321,Procurement of 0613-234022125004/07 Huahong Wuxi 12-Inch IC Manufacturing(2),"0613-234022125004/07,Huahong Wuxi 12-Inch IC Manufacturing","Manufacture of Computers, Communication and Other Electronic Equipment ",ChinaJiangsu,Currency,2023-10-24,33.0000001,119.9999999
322,Procurement of 0613-234022125004/06 Huahong Wuxi 12-Inch IC Manufacturing(2),"0613-234022125004/06,Huahong Wuxi 12-Inch IC Manufacturing","Manufacture of Computers, Communication and Other Electronic Equipment ",ChinaJiangsu,Currency,2023-10-24,33.0000001,119.9999999
323,Procurement of 0613-234022125004/05 Huahong Wuxi 12-Inch IC Manufacturing(2),"0613-234022125004/05,Huahong Wuxi 12-Inch IC Manufacturing","Manufacture of Computers, Communication and Other Electronic Equipment ",ChinaJiangsu,Currency,2023-10-24,33.0000001,119.9999999
324,Procurement of 0613-234022125004/01 Huahong Wuxi 12-Inch IC Manufacturing(2),"0613-234022125004/01,Huahong Wuxi 12-Inch IC Manufacturing","Manufacture of Computers, Communication and Other Electronic Equipment ",ChinaJiangsu,Currency,2023-10-24,33.0000001,119.9999999
325,Procurement of 0613-234022125004/03 Huahong Wuxi 12-Inch IC Manufacturing(2),"0613-234022125004/03,Huahong Wuxi 12-Inch IC Manufacturing","Manufacture of Computers, Communication and Other Electronic Equipment ",ChinaJiangsu,Currency,2023-10-24,33.0000001,119.9999999
326,Procurement of 0613-234022125004/02 Huahong Wuxi 12-Inch IC Manufacturing(2),"0613-234022125004/02,Huahong Wuxi 12-Inch IC Manufacturing","Manufacture of Computers, Communication and Other Electronic Equipment ",ChinaJiangsu,Currency,2023-10-24,33.0000001,119.9999999
327,Procurement of 0613-234022125003/02 Huahong Wuxi 12-Inch IC Manufacturing(2),"0613-234022125003/02,Huahong Wuxi 12-Inch IC Manufacturing","Manufacture of Computers, Communication and Other Electronic Equipment ",ChinaJiangsu,Currency,2023-10-24,33.0000001,119.9999999
328,Procurement of 0613-234022125003/01 Huahong Wuxi 12-Inch IC Manufacturing(2),"0613-234022125003/01,Huahong Wuxi 12-Inch IC Manufacturing","Manufacture of Computers, Communication and Other Electronic Equipment ",ChinaJiangsu,Currency,2023-10-24,33.0000001,119.9999999
329,Procurement of 0613-234022123754/09 Huahong Wuxi 12-Inch IC Manufacturing(2),"0613-234022123754/09,Huahong Wuxi 12-Inch IC Manufacturing","Manufacture of Computers, Communication and Other Electronic Equipment ",ChinaJiangsu,Currency,2023-10-24,33.0000001,119.9999999
330,Procurement of 0712-234032303079/01 Dalian Institute High-end Special Oil Synthesis Technology Research and Development Platform Construction Project(2),"0712-234032303079/01,Dalian Institute High-end Special Oil Synthesis Technology Research and Development Platform Construction Project","Processing of Petroleum, Coking and  of Nuclear Fuel",ChinaLiaoning,Currency,2023-10-24,41.2374106,122.9955469
331,Procurement of 0613-234022123754/07 Huahong Wuxi 12-Inch IC Manufacturing(2),"0613-234022123754/07,Huahong Wuxi 12-Inch IC Manufacturing","Manufacture of Computers, Communication and Other Electronic Equipment ",ChinaJiangsu,Currency,2023-10-24,33.0000001,119.9999999
332,Procurement of 0613-234022123754/08 Huahong Wuxi 12-Inch IC Manufacturing(2),"0613-234022123754/08,Huahong Wuxi 12-Inch IC Manufacturing","Manufacture of Computers, Communication and Other Electronic Equipment ",ChinaJiangsu,Currency,2023-10-24,33.0000001,119.9999999
333,Procurement of 0613-234022123754/05 Huahong Wuxi 12-Inch IC Manufacturing(2),"0613-234022123754/05,Huahong Wuxi 12-Inch IC Manufacturing","Manufacture of Computers, Communication and Other Electronic Equipment ",ChinaJiangsu,Currency,2023-10-24,33.0000001,119.9999999
334,Procurement of 0613-234022123754/06 Huahong Wuxi 12-Inch IC Manufacturing(2),"0613-234022123754/06,Huahong Wuxi 12-Inch IC Manufacturing","Manufacture of Computers, Communication and Other Electronic Equipment ",ChinaJiangsu,Currency,2023-10-24,33.0000001,119.9999999
335,Procurement of 0613-234022123754/04 Huahong Wuxi 12-Inch IC Manufacturing(2),"0613-234022123754/04,Huahong Wuxi 12-Inch IC Manufacturing","Manufacture of Computers, Communication and Other Electronic Equipment ",ChinaJiangsu,Currency,2023-10-24,33.0000001,119.9999999
336,Procurement of 0613-234022123754/03 Huahong Wuxi 12-Inch IC Manufacturing(2),"0613-234022123754/03,Huahong Wuxi 12-Inch IC Manufacturing","Manufacture of Computers, Communication and Other Electronic Equipment ",ChinaJiangsu,Currency,2023-10-24,33.0000001,119.9999999
337,Procurement of 0613-234022123754/02 Huahong Wuxi 12-Inch IC Manufacturing(2),"0613-234022123754/02,Huahong Wuxi 12-Inch IC Manufacturing","Manufacture of Computers, Communication and Other Electronic Equipment ",ChinaJiangsu,Currency,2023-10-24,33.0000001,119.9999999
338,Procurement of 0712-234042303044 Dalian Institute of Sinopec Key Laboratory of Biofuels and Biological Chemicals to improve the fermentation gas detection system(1),"0712-234042303044,Dalian Institute of Sinopec Key Laboratory of Biofuels and Biological Chemicals to improve the fermentation gas detection system","Processing of Petroleum, Coking and  of Nuclear Fuel",ChinaLiaoning,Currency,2023-10-24,41.2374106,122.9955469
339,Procurement of 0613-234022123754/01 Huahong Wuxi 12-Inch IC Manufacturing(2),"0613-234022123754/01,Huahong Wuxi 12-Inch IC Manufacturing","Manufacture of Computers, Communication and Other Electronic Equipment ",ChinaJiangsu,Currency,2023-10-24,33.0000001,119.9999999
340,Procurement of 0704-2340JDCP2204 YINGKOU ONSHORE GAS PROCESSING TERMINAL EXTENSION PROJECT PROPANE COMPRESSOR SKIDS(1),"0704-2340JDCP2204,YINGKOU ONSHORE GAS PROCESSING TERMINAL EXTENSION PROJECT PROPANE  COMPRESSOR SKIDS",Petroleum and Natural Gas Extraction,ChinaTianjin,Currency,2023-10-24,39.3032619,117.4163641
341,"Procurement of 0736-234020230142 FAW Casting Co., Ltd. nonferrous casting machining project roughness profile detector equipment procurement(2)","0736-234020230142,FAW Casting Co., Ltd. nonferrous casting machining project roughness profile detector equipment procurement","Manufacture of Railway, Ship ,Aerospace and Other Transport Equipment ",ChinaJilin,Currency,2023-10-24,43.7289674,126.1997366
342,Procurement of 0644-23402023C279 East China Optoelectronic Integrated Device Research Institute Electroplating System Bidding Project(1),"0644-23402023C279,East China Optoelectronic Integrated Device Research Institute Electroplating System Bidding Project",Research and Experimental Development,ChinaAnhui,Currency,2023-10-24,32.0,117.0
343,"Procurement of 0712-234022303118 Microoxygen analyzer for Sinopec Qilu Petrochemical Co.,Ltd(1)","0712-234022303118,Microoxygen analyzer for Sinopec Qilu Petrochemical Co.,Ltd","Processing of Petroleum, Coking and  of Nuclear Fuel",ChinaShandong,Currency,2023-10-24,36.398987,118.5055691
344,Procurement of 0712-234042303043 Dalian Institute special carbon material technology research and development equipment purchase differential scanning calorimeter(1),"0712-234042303043,Dalian Institute special carbon material technology research and development equipment purchase differential scanning calorimeter","Processing of Petroleum, Coking and  of Nuclear Fuel",ChinaLiaoning,Currency,2023-10-24,41.2374106,122.9955469
345,Procurement of 0655-2340NIT1034N/02 Procurement project for instruments and equipment such as ellipsometers at the Institute of Wide Band Gap Semiconductor Materials and Power Devices (1),"0655-2340NIT1034N/02,Procurement project for instruments and equipment such as ellipsometers at the Institute of Wide Band Gap Semiconductor ",Research and Experimental Development,ChinaZhejiang,Currency,2023-10-24,29.0000001,119.9999999
346,Procurement of 0655-2340NIT1034N/03 Procurement project for instruments and equipment such as ellipsometers at the Institute of Wide Band Gap Semiconductor Materials and Power Devices (1),"0655-2340NIT1034N/03,Procurement project for instruments and equipment such as ellipsometers at the Institute of Wide Band Gap Semiconductor ",Research and Experimental Development,ChinaZhejiang,Currency,2023-10-24,29.0000001,119.9999999
347,Procurement of 0655-2340NIT1034N/01 Procurement project for instruments and equipment such as ellipsometers at the Institute of Wide Band Gap Semiconductor Materials and Power Devices (1),"0655-2340NIT1034N/01,Procurement project for instruments and equipment such as ellipsometers at the Institute of Wide Band Gap Semiconductor ",Research and Experimental Development,ChinaZhejiang,Currency,2023-10-24,29.0000001,119.9999999
348,"Procurement of 0655-2340NIT1033N/04 Procurement project for instruments and equipment such as FIB-SEM at the Institute of Wide Band Gap Semiconductor Materials and Power Devices, Ningbo Research (1)","0655-2340NIT1033N/04,Procurement project for instruments and equipment such as FIB-SEM at the Institute of Wide Band Gap Semiconductor ",Research and Experimental Development,ChinaZhejiang,Currency,2023-10-24,29.0000001,119.9999999
349,"Procurement of 0655-2340NIT1033N/01 Procurement project for instruments and equipment such as FIB-SEM at the Institute of Wide Band Gap Semiconductor Materials and Power Devices, Ningbo Research (1)","0655-2340NIT1033N/01,Procurement project for instruments and equipment such as FIB-SEM at the Institute of Wide Band Gap Semiconductor ",Research and Experimental Development,ChinaZhejiang,Currency,2023-10-24,29.0000001,119.9999999
350,"Procurement of 0655-2340NIT1033N/06 Procurement project for instruments and equipment such as FIB-SEM at the Institute of Wide Band Gap Semiconductor Materials and Power Devices, Ningbo Research (1)","0655-2340NIT1033N/06,Procurement project for instruments and equipment such as FIB-SEM at the Institute of Wide Band Gap Semiconductor ",Research and Experimental Development,ChinaZhejiang,Currency,2023-10-24,29.0000001,119.9999999
351,"Procurement of 0655-2340NIT1033N/05 Procurement project for instruments and equipment such as FIB-SEM at the Institute of Wide Band Gap Semiconductor Materials and Power Devices, Ningbo Research (1)","0655-2340NIT1033N/05,Procurement project for instruments and equipment such as FIB-SEM at the Institute of Wide Band Gap Semiconductor ",Research and Experimental Development,ChinaZhejiang,Currency,2023-10-24,29.0000001,119.9999999
352,"Procurement of 0655-2340NIT1033N/03 Procurement project for instruments and equipment such as FIB-SEM at the Institute of Wide Band Gap Semiconductor Materials and Power Devices, Ningbo Research (1)","0655-2340NIT1033N/03,Procurement project for instruments and equipment such as FIB-SEM at the Institute of Wide Band Gap Semiconductor ",Research and Experimental Development,ChinaZhejiang,Currency,2023-10-24,29.0000001,119.9999999
353,"Procurement of 0655-2340NIT1033N/02 Procurement project for instruments and equipment such as FIB-SEM at the Institute of Wide Band Gap Semiconductor Materials and Power Devices, Ningbo Research (1)","0655-2340NIT1033N/02,Procurement project for instruments and equipment such as FIB-SEM at the Institute of Wide Band Gap Semiconductor ",Research and Experimental Development,ChinaZhejiang,Currency,2023-10-24,29.0000001,119.9999999
354,Procurement of 0730-234011SZ0321/03 NanTong SCC Project -Automatic Tearing machine (Rebid) (2),"0730-234011SZ0321/03,NanTong SCC Project -Automatic Tearing machine (Rebid) ","Manufacture of Computers, Communication and Other Electronic Equipment ",ChinaJiangsu,Currency,2023-10-24,33.0000001,119.9999999
355,"Procurement of 4197-2340SHJT0002/10 Construction Project of Special Process Production Line of GTA Semiconductor Co., Ltd(2)","4197-2340SHJT0002/10,Construction Project of Special Process Production Line of GTA Semiconductor Co., Ltd","Manufacture of Computers, Communication and Other Electronic Equipment ",ChinaShanghai,Currency,2023-10-24,31.2312707,121.4700152
356,Procurement of 4997-234hsy202306 Pyrolysis apparatus(1),"4997-234hsy202306,Pyrolysis apparatus",Research and Experimental Development,ChinaBeijing,Currency,2023-10-24,39.9057136,116.3912972
357,"Procurement of 0712-234032302084/03 Sinopec (Dalian) Petrochemical Research Institute Co., Ltd.-Sinopec Hydrogen Energy key laboratory to improve the project(2)","0712-234032302084/03,Sinopec (Dalian) Petrochemical Research Institute Co., Ltd.-Sinopec Hydrogen Energy key laboratory to improve the project","Processing of Petroleum, Coking and  of Nuclear Fuel",ChinaLiaoning,Currency,2023-10-24,41.2374106,122.9955469
358,Procurement of 0712-234012303043 BYPC- 2023 Reciprocating Machine Hazard Management Project Compressor condition monitoring system(1),"0712-234012303043,BYPC- 2023 Reciprocating Machine Hazard Management Project Compressor condition monitoring system","Processing of Petroleum, Coking and  of Nuclear Fuel",ChinaBeijing,Currency,2023-10-24,39.9057136,116.3912972
359,"Procurement of 1042-234HYJ671162 Anhui Aike Medical Technology Co., Ltd. purchase medical equipment project(1)","1042-234HYJ671162,Anhui Aike Medical Technology Co., Ltd. purchase medical equipment project(secondary)",Health ,ChinaAnhui,Currency,2023-10-24,32.0,117.0
360,"Procurement of 4197-2340SHJT0002/31 Construction Project of Special Process Production Line of GTA Semiconductor Co., Ltd(2)","4197-2340SHJT0002/31,Construction Project of Special Process Production Line of GTA Semiconductor Co., Ltd","Manufacture of Computers, Communication and Other Electronic Equipment ",ChinaShanghai,Currency,2023-10-24,31.2312707,121.4700152
361,"Procurement of 4197-2340SHJT0002/34 Construction Project of Special Process Production Line of GTA Semiconductor Co., Ltd(2)","4197-2340SHJT0002/34,Construction Project of Special Process Production Line of GTA Semiconductor Co., Ltd","Manufacture of Computers, Communication and Other Electronic Equipment ",ChinaShanghai,Currency,2023-10-24,31.2312707,121.4700152
362,Procurement of 0720-2340zbzx0227 H-EVA Plant(2),"0720-2340zbzx0227,H-EVA Plant","Processing of Petroleum, Coking and  of Nuclear Fuel",ChinaGuangxi,Currency,2023-10-24,24.0,109.0
