title,description,link
2008 Environmental Performance Index (EPI),BANGLADESH CONTINENT ASIA SOUTHCENTRAL ASIA INDIA CONTINENT ASIA SOUTHCENTRAL ASIA IRAN,https://cmr.earthdata.nasa.gov/search/concepts/C179001707-SEDAC.html
Socioeconomic Data and Applications Center (SEDAC) Collection of Treaty Texts,BHUTAN CONTINENT ASIA SOUTHCENTRAL ASIA INDIA CONTINENT ASIA SOUTHCENTRAL ASIA IRAN,https://cmr.earthdata.nasa.gov/search/concepts/C179001949-SEDAC.html
Socioeconomic Data and Applications Center (SEDAC) Collection of Treaty Texts,BHUTAN CONTINENT ASIA SOUTHCENTRAL ASIA INDIA CONTINENT ASIA SOUTHCENTRAL ASIA IRAN,https://cmr.earthdata.nasa.gov/search/concepts/C179001949-SEDAC.html
"National Aggregates of Geospatial Data Collection: Population, Landscape, And Climate Estimates (PLACE)",BHUTAN CONTINENT ASIA SOUTHCENTRAL ASIA INDIA CONTINENT ASIA SOUTHCENTRAL ASIA IRAN,https://cmr.earthdata.nasa.gov/search/concepts/C179001940-SEDAC.html
A rising problem | Earthdata,...from the ionosphere From Indonesia to India A spread of green Sensing Our Planet,https://earthdata.nasa.gov/learn/sensing-our-planet/a-rising-problem
Carbon control | Earthdata,...from the ionosphere From Indonesia to India A spread of green Sensing Our Planet,https://earthdata.nasa.gov/learn/sensing-our-planet/carbon-control
"Environmental Treaty Status Data Set, 2012 Release",BHUTAN CONTINENT ASIA SOUTHCENTRAL ASIA INDIA CONTINENT ASIA SOUTHCENTRAL ASIA IRAN,https://cmr.earthdata.nasa.gov/search/concepts/C1426529736-SEDAC.html
"Low Elevation Coastal Zone (LECZ) Urban-Rural Population and Land Area Estimates, Version 2",BANGLADESH CONTINENT ASIA SOUTHCENTRAL ASIA INDIA CONTINENT ASIA SOUTHCENTRAL ASIA IRAN,https://cmr.earthdata.nasa.gov/search/concepts/C1000000400-SEDAC.html
Poverty Mapping Project: Global Subnational Infant Mortality Rates,BHUTAN CONTINENT ASIA SOUTHCENTRAL ASIA INDIA CONTINENT ASIA SOUTHCENTRAL ASIA IRAN,https://cmr.earthdata.nasa.gov/search/concepts/C179001943-SEDAC.html
Strange bedfellows | Earthdata,"...forests in southern Mexico, central India, Madagascar, and South America. Instead",https://earthdata.nasa.gov/learn/sensing-our-planet/strange-bedfellows
"Global Fire Emissions Indicators, Country-Level Tabular Data: 1997-2015",BHUTAN CONTINENT ASIA SOUTHCENTRAL ASIA INDIA CONTINENT ASIA SOUTHCENTRAL ASIA IRAN,https://cmr.earthdata.nasa.gov/search/concepts/C1457414586-SEDAC.html
Compendium of Environmental Sustainability Indicator Collections: The Wellbeing of Nations,BHUTAN CONTINENT ASIA SOUTHCENTRAL ASIA INDIA CONTINENT ASIA SOUTHCENTRAL ASIA IRAN,https://cmr.earthdata.nasa.gov/search/concepts/C179001916-SEDAC.html
When the big picture is not enough | Earthdata,"Conference on Remote Sensing, New Delhi, India, October 2017. Royandoyan, O. M. 2015",https://earthdata.nasa.gov/learn/sensing-our-planet/when-the-big-picture-is-not-enough
Zika zone | Earthdata,...from the ionosphere From Indonesia to India A spread of green Sensing Our Planet,https://earthdata.nasa.gov/learn/sensing-our-planet/zika-zone
"IPCC IS92 Emissions Scenarios (A, B, C, D, E, F) Dataset Version 1.1",BHUTAN CONTINENT ASIA SOUTHCENTRAL ASIA INDIA CONTINENT ASIA SOUTHCENTRAL ASIA IRAN,https://cmr.earthdata.nasa.gov/search/concepts/C179001930-SEDAC.html
To the lighthouse | Earthdata,...from the ionosphere From Indonesia to India A spread of green Sensing Our Planet,https://earthdata.nasa.gov/learn/sensing-our-planet/to-the-lighthouse
"Natural Resource Protection and Child Health Indicators, 2016 Release",BHUTAN CONTINENT ASIA SOUTHCENTRAL ASIA INDIA CONTINENT ASIA SOUTHCENTRAL ASIA IRAN,https://cmr.earthdata.nasa.gov/search/concepts/C1378817802-SEDAC.html
"Natural Resource Protection and Child Health Indicators, 2015 Release",BHUTAN CONTINENT ASIA SOUTHCENTRAL ASIA INDIA CONTINENT ASIA SOUTHCENTRAL ASIA IRAN,https://cmr.earthdata.nasa.gov/search/concepts/C1341549597-SEDAC.html
Mountains of precipitation | Earthdata,...from the ionosphere From Indonesia to India A spread of green Sensing Our Planet,https://earthdata.nasa.gov/learn/sensing-our-planet/mountains-of-precipitation
Spin cycle | Earthdata,...from the ionosphere From Indonesia to India A spread of green Sensing Our Planet,https://earthdata.nasa.gov/learn/sensing-our-planet/spin-cycle
Wildfires Can't Hide from Earth Observing Satellites | Earthdata,System (EFFIS) and the Forest Survey of India are just some of the worldwide government,https://earthdata.nasa.gov/learn/articles/feature-articles/wildfire-articles/wildfires-cant-hide-from-earth-observing-satellites
"National Aggregates of Geospatial Data Collection: Population, Landscape, And Climate Estimates, Version 3 (PLACE III)",BHUTAN CONTINENT ASIA SOUTHCENTRAL ASIA INDIA CONTINENT ASIA SOUTHCENTRAL ASIA IRAN,https://cmr.earthdata.nasa.gov/search/concepts/C1000000006-SEDAC.html
Himalaya's heat pump | Earthdata,...disputed territory administered by India but claimed by Pakistan. Boundary squabbles,https://earthdata.nasa.gov/learn/sensing-our-planet/himalaya-s-heat-pump
Mountains of precipitation | Earthdata,...from the ionosphere From Indonesia to India A spread of green Sensing Our Planet,https://earthdata.nasa.gov/learn/sensing-our-planet/mountains-of-precipitation
"Natural Resource Protection and Child Health Indicators, 2015 Release",BHUTAN CONTINENT ASIA SOUTHCENTRAL ASIA INDIA CONTINENT ASIA SOUTHCENTRAL ASIA IRAN,https://cmr.earthdata.nasa.gov/search/concepts/C1341549597-SEDAC.html
Global Man-made Impervious Surface (GMIS) Dataset From Landsat,BHUTAN CONTINENT ASIA SOUTHCENTRAL ASIA INDIA CONTINENT ASIA SOUTHCENTRAL ASIA IRAN,https://cmr.earthdata.nasa.gov/search/concepts/C1517102461-SEDAC.html
"Gridded Population of the World, Version 3 (GPWv3): National Identifier Grid",BHUTAN CONTINENT ASIA SOUTHCENTRAL ASIA INDIA CONTINENT ASIA SOUTHCENTRAL ASIA IRAN,https://cmr.earthdata.nasa.gov/search/concepts/C1000000042-SEDAC.html
"Compendium of Environmental Sustainability Indicator Collections: Complete Collection, Version 1.1",BHUTAN CONTINENT ASIA SOUTHCENTRAL ASIA INDIA CONTINENT ASIA SOUTHCENTRAL ASIA IRAN,https://cmr.earthdata.nasa.gov/search/concepts/C1418954625-SEDAC.html
"Gridded Population of the World, Version 3 (GPWv3): Subnational Administrative Boundaries",BHUTAN CONTINENT ASIA SOUTHCENTRAL ASIA INDIA CONTINENT ASIA SOUTHCENTRAL ASIA IRAN,https://cmr.earthdata.nasa.gov/search/concepts/C1000000045-SEDAC.html
"Natural Resource Protection and Child Health Indicators, 2014 Release",BHUTAN CONTINENT ASIA SOUTHCENTRAL ASIA INDIA CONTINENT ASIA SOUTHCENTRAL ASIA IRAN,https://cmr.earthdata.nasa.gov/search/concepts/C1000000640-SEDAC.html
"Gridded Population of the World, Version 3 (GPWv3): Population Count Grid, Future Estimates",BHUTAN CONTINENT ASIA SOUTHCENTRAL ASIA INDIA CONTINENT ASIA SOUTHCENTRAL ASIA IRAN,https://cmr.earthdata.nasa.gov/search/concepts/C1000000023-SEDAC.html
"Global Rural-Urban Mapping Project, Version 1 (GRUMPv1): National Identifier Grid",BHUTAN CONTINENT ASIA SOUTHCENTRAL ASIA INDIA CONTINENT ASIA SOUTHCENTRAL ASIA IRAN,https://cmr.earthdata.nasa.gov/search/concepts/C1000000028-SEDAC.html
"Global Rural-Urban Mapping Project, Version 1 (GRUMPv1): Population Count Grid",BHUTAN CONTINENT ASIA SOUTHCENTRAL ASIA INDIA CONTINENT ASIA SOUTHCENTRAL ASIA IRAN,https://cmr.earthdata.nasa.gov/search/concepts/C1000000005-SEDAC.html
"Global Rural-Urban Mapping Project, Version 1 (GRUMPv1): Coastlines",BHUTAN CONTINENT ASIA SOUTHCENTRAL ASIA INDIA CONTINENT ASIA SOUTHCENTRAL ASIA IRAN,https://cmr.earthdata.nasa.gov/search/concepts/C1000000004-SEDAC.html
"Gridded Population of the World, Version 3 (GPWv3): Land and Geographic Unit Area Grids",BHUTAN CONTINENT ASIA SOUTHCENTRAL ASIA INDIA CONTINENT ASIA SOUTHCENTRAL ASIA IRAN,https://cmr.earthdata.nasa.gov/search/concepts/C1000000022-SEDAC.html
"Gridded Population of the World, Version 3 (GPWv3): Population Count Grid",BHUTAN CONTINENT ASIA SOUTHCENTRAL ASIA INDIA CONTINENT ASIA SOUTHCENTRAL ASIA IRAN,https://cmr.earthdata.nasa.gov/search/concepts/C1000000043-SEDAC.html
Global Human Built-up And Settlement Extent (HBASE) Dataset From Landsat,BHUTAN CONTINENT ASIA SOUTHCENTRAL ASIA INDIA CONTINENT ASIA SOUTHCENTRAL ASIA IRAN,https://cmr.earthdata.nasa.gov/search/concepts/C1517101319-SEDAC.html
"Gridded Population of the World, Version 3 (GPWv3): Coastlines",BHUTAN CONTINENT ASIA SOUTHCENTRAL ASIA INDIA CONTINENT ASIA SOUTHCENTRAL ASIA IRAN,https://cmr.earthdata.nasa.gov/search/concepts/C1000000003-SEDAC.html
A spread of green | Earthdata,...from the ionosphere From Indonesia to India A spread of green Sensing Our Planet,https://earthdata.nasa.gov/learn/sensing-our-planet/a-spread-of-green
2018 Environmental Performance Index (EPI),BHUTAN CONTINENT ASIA SOUTHCENTRAL ASIA INDIA CONTINENT ASIA SOUTHCENTRAL ASIA IRAN,https://cmr.earthdata.nasa.gov/search/concepts/C1604900383-SEDAC.html
"Natural Resource Protection and Child Health Indicators, 2019 Release",BHUTAN CONTINENT ASIA SOUTHCENTRAL ASIA INDIA CONTINENT ASIA SOUTHCENTRAL ASIA IRAN,https://cmr.earthdata.nasa.gov/search/concepts/C1886603997-SEDAC.html
"Gridded Population of the World, Version 3 (GPWv3): Population Density Grid",BHUTAN CONTINENT ASIA SOUTHCENTRAL ASIA INDIA CONTINENT ASIA SOUTHCENTRAL ASIA IRAN,https://cmr.earthdata.nasa.gov/search/concepts/C1000000044-SEDAC.html
A spread of green | Earthdata,...from the ionosphere From Indonesia to India A spread of green Sensing Our Planet,https://earthdata.nasa.gov/learn/sensing-our-planet/a-spread-of-green
Compendium of Environmental Sustainability Indicator Collections: 2004 Environmental Vulnerability Index (EVI),BHUTAN CONTINENT ASIA SOUTHCENTRAL ASIA INDIA CONTINENT ASIA SOUTHCENTRAL ASIA IRAN,https://cmr.earthdata.nasa.gov/search/concepts/C1418622315-SEDAC.html
2020 Environmental Performance Index (EPI),BHUTAN CONTINENT ASIA SOUTHCENTRAL ASIA INDIA CONTINENT ASIA SOUTHCENTRAL ASIA IRAN,https://cmr.earthdata.nasa.gov/search/concepts/C2000613920-SEDAC.html
"Global Rural-Urban Mapping Project, Version 1 (GRUMPv1): Settlement Points",BHUTAN CONTINENT ASIA SOUTHCENTRAL ASIA INDIA CONTINENT ASIA SOUTHCENTRAL ASIA IRAN,https://cmr.earthdata.nasa.gov/search/concepts/C1000000047-SEDAC.html
"Gridded Population of the World, Version 3 (GPWv3): National Administrative Boundaries",BHUTAN CONTINENT ASIA SOUTHCENTRAL ASIA INDIA CONTINENT ASIA SOUTHCENTRAL ASIA IRAN,https://cmr.earthdata.nasa.gov/search/concepts/C1000000041-SEDAC.html
"Gridded Population of the World, Version 3 (GPWv3): Centroids",BHUTAN CONTINENT ASIA SOUTHCENTRAL ASIA INDIA CONTINENT ASIA SOUTHCENTRAL ASIA IRAN,https://cmr.earthdata.nasa.gov/search/concepts/C1428079129-SEDAC.html
"Natural Resource Protection and Child Health Indicators, 2012 Release",BHUTAN CONTINENT ASIA SOUTHCENTRAL ASIA INDIA CONTINENT ASIA SOUTHCENTRAL ASIA IRAN,https://cmr.earthdata.nasa.gov/search/concepts/C1000000240-SEDAC.html
Closed season | Earthdata,...from the ionosphere From Indonesia to India A spread of green Sensing Our Planet,https://earthdata.nasa.gov/learn/sensing-our-planet/closed-season
"Global Rural-Urban Mapping Project, Version 1 (GRUMPv1): National Administrative Boundaries",BHUTAN CONTINENT ASIA SOUTHCENTRAL ASIA INDIA CONTINENT ASIA SOUTHCENTRAL ASIA IRAN,https://cmr.earthdata.nasa.gov/search/concepts/C1000000046-SEDAC.html
"Global Rural-Urban Mapping Project, Version 1 (GRUMPv1): Population Density Grid",BHUTAN CONTINENT ASIA SOUTHCENTRAL ASIA INDIA CONTINENT ASIA SOUTHCENTRAL ASIA IRAN,https://cmr.earthdata.nasa.gov/search/concepts/C1000000029-SEDAC.html
2016 Environmental Performance Index (EPI),BHUTAN CONTINENT ASIA SOUTHCENTRAL ASIA INDIA CONTINENT ASIA SOUTHCENTRAL ASIA IRAN,https://cmr.earthdata.nasa.gov/search/concepts/C1419908204-SEDAC.html
"Natural Resource Protection and Child Health Indicators, 2013 Release",BHUTAN CONTINENT ASIA SOUTHCENTRAL ASIA INDIA CONTINENT ASIA SOUTHCENTRAL ASIA IRAN,https://cmr.earthdata.nasa.gov/search/concepts/C1000000420-SEDAC.html
"Gridded Population of the World, Version 4 (GPWv4): Administrative Unit Center Points with Population Estimates, Revision 11",BHUTAN CONTINENT ASIA SOUTHCENTRAL ASIA INDIA CONTINENT ASIA SOUTHCENTRAL ASIA IRAN,https://cmr.earthdata.nasa.gov/search/concepts/C1596819702-SEDAC.html
"Gridded Population of the World, Version 4 (GPWv4): Land and Water Area, Revision 11",BHUTAN CONTINENT ASIA SOUTHCENTRAL ASIA INDIA CONTINENT ASIA SOUTHCENTRAL ASIA IRAN,https://cmr.earthdata.nasa.gov/search/concepts/C1597156945-SEDAC.html
"Global Rural-Urban Mapping Project, Version 1 (GRUMPv1): Land and Geographic Unit Area Grids",BHUTAN CONTINENT ASIA SOUTHCENTRAL ASIA INDIA CONTINENT ASIA SOUTHCENTRAL ASIA IRAN,https://cmr.earthdata.nasa.gov/search/concepts/C1000000027-SEDAC.html
"Global Rural-Urban Mapping Project, Version 1 (GRUMPv1): Settlement Points, Revision 01",BHUTAN CONTINENT ASIA SOUTHCENTRAL ASIA INDIA CONTINENT ASIA SOUTHCENTRAL ASIA IRAN,https://cmr.earthdata.nasa.gov/search/concepts/C1381957453-SEDAC.html
"Gridded Population of the World, Version 3 (GPWv3): Population Density Grid, Future Estimates",BHUTAN CONTINENT ASIA SOUTHCENTRAL ASIA INDIA CONTINENT ASIA SOUTHCENTRAL ASIA IRAN,https://cmr.earthdata.nasa.gov/search/concepts/C1000000024-SEDAC.html
EOSDIS Acronym and Symbol List | Earthdata,NRSA National Remote Sensing Agency (India) NRSC National Remote Sensing Centre,https://earthdata.nasa.gov/learn/user-resources/acronym-list
"Global Rural-Urban Mapping Project, Version 1 (GRUMPv1): Urban Extents Grid",BHUTAN CONTINENT ASIA SOUTHCENTRAL ASIA INDIA CONTINENT ASIA SOUTHCENTRAL ASIA IRAN,https://cmr.earthdata.nasa.gov/search/concepts/C1000000080-SEDAC.html
"Natural Resource Protection and Child Health Indicators, 2018 Release",BHUTAN CONTINENT ASIA SOUTHCENTRAL ASIA INDIA CONTINENT ASIA SOUTHCENTRAL ASIA IRAN,https://cmr.earthdata.nasa.gov/search/concepts/C1700153381-SEDAC.html
"Natural Resource Protection and Child Health Indicators, 2018 Release",BHUTAN CONTINENT ASIA SOUTHCENTRAL ASIA INDIA CONTINENT ASIA SOUTHCENTRAL ASIA IRAN,https://cmr.earthdata.nasa.gov/search/concepts/C1700153381-SEDAC.html
"Gridded Population of the World, Version 4 (GPWv4): Data Quality Indicators, Revision 11",BHUTAN CONTINENT ASIA SOUTHCENTRAL ASIA INDIA CONTINENT ASIA SOUTHCENTRAL ASIA IRAN,https://cmr.earthdata.nasa.gov/search/concepts/C1597149689-SEDAC.html
"Gridded Population of the World, Version 4 (GPWv4): Population Density Adjusted to Match 2015 Revision UN WPP Country Totals, Revision 11",BHUTAN CONTINENT ASIA SOUTHCENTRAL ASIA INDIA CONTINENT ASIA SOUTHCENTRAL ASIA IRAN,https://cmr.earthdata.nasa.gov/search/concepts/C1597159820-SEDAC.html
Air Quality | Earthdata,"...valley that includes parts of Pakistan, India, Nepal, and Bangladesh - are among",https://earthdata.nasa.gov/earth-observation-data/near-real-time/hazards-and-disasters/air-quality
"Gridded Population of the World, Version 4 (GPWv4): Basic Demographic Characteristics, Revision 11",BHUTAN CONTINENT ASIA SOUTHCENTRAL ASIA INDIA CONTINENT ASIA SOUTHCENTRAL ASIA IRAN,https://cmr.earthdata.nasa.gov/search/concepts/C1597149465-SEDAC.html
"Gridded Population of the World, Version 4 (GPWv4): National Identifier Grid, Revision 11",BHUTAN CONTINENT ASIA SOUTHCENTRAL ASIA INDIA CONTINENT ASIA SOUTHCENTRAL ASIA IRAN,https://cmr.earthdata.nasa.gov/search/concepts/C1597157684-SEDAC.html
"Gridded Population of the World, Version 4 (GPWv4): Population Count, Revision 11",BHUTAN CONTINENT ASIA SOUTHCENTRAL ASIA INDIA CONTINENT ASIA SOUTHCENTRAL ASIA IRAN,https://cmr.earthdata.nasa.gov/search/concepts/C1597158029-SEDAC.html
"Gridded Population of the World, Version 4 (GPWv4): Population Count Adjusted to Match 2015 Revision of UN WPP Country Totals, Revision 11",BHUTAN CONTINENT ASIA SOUTHCENTRAL ASIA INDIA CONTINENT ASIA SOUTHCENTRAL ASIA IRAN,https://cmr.earthdata.nasa.gov/search/concepts/C1597158382-SEDAC.html
"Gridded Population of the World, Version 4 (GPWv4): Population Density, Revision 11",BHUTAN CONTINENT ASIA SOUTHCENTRAL ASIA INDIA CONTINENT ASIA SOUTHCENTRAL ASIA IRAN,https://cmr.earthdata.nasa.gov/search/concepts/C1597159135-SEDAC.html
Data more powerful than hurricanes | Earthdata,"...countries such as Indonesia, Vietnam, and India, as well as the United States. Balk",https://earthdata.nasa.gov/learn/sensing-our-planet/data-more-powerful-than-hurricanes
[PDF],"Structures in the village of Bhuj, India, which was 80 kilometers (50 miles)...the Kachchh region of northwestern India, provided scientists with just that",https://cdn.earthdata.nasa.gov/conduit/upload/8261/NASA_SOP_2003_squeezing_water_from_rock.pdf
Sensing Our Planet | Earthdata,"GES DISCORNL DAAC 007, Michon Scott, India, PURSE-HIS, endovascular, Black Marble... SMOS, SMAP 2017 From Indonesia to India Salinity Aquarius, Satélite de Aplicaciones",https://earthdata.nasa.gov/learn/sensing-our-planet
[PDF],...in the atmosphere From Indonesia to India “It’s a way that the Pacific Ocean...gov/sensing-our-planet/from-indonesia-to-india. References NASA Aquarius project.,https://cdn.earthdata.nasa.gov/conduit/upload/7261/NASA_SOP_2017_from_indonesia_to_india.pdf
Making Earth System Data Records for Use in Research Environments (MEaSUREs) Program | Earthdata,"...glacier, ice caps, groundwater depletion, India, California, ocean mass changes, sea",https://earthdata.nasa.gov/esds/competitive-programs/measures
Terra: Five Instruments—One Monumental Data Record | Earthdata,"...extreme air pollution over New Delhi, India, on November 5, 2016. Left image is",https://earthdata.nasa.gov/learn/articles/terra-at-20
Aquarius/Satélite de Aplicaciones Científicas-D (Aquarius/SAC-D) Mission | PO.DAAC / JPL / NASA,"...northeastern Arabian Sea by the West India Coastal Current, Climate dynamics,https://doi",https://podaac.jpl.nasa.gov/aquarius
OSCAR third degree resolution ocean surface currents| Physical Oceanography Distributed Active Archive Center (PO.DAAC),"...coast, India, Journal of the Marine Biological Association of India,https://doi...interannual variations of the East India Coastal Current during spring, Climate",https://podaac.jpl.nasa.gov/dataset/OSCAR_L4_OC_third-deg
Quick Scatterometer (QuikSCAT) Mission | PO.DAAC / JPL / NASA,"...coast, India, Journal of the Marine Biological Association of India,https://doi",https://podaac.jpl.nasa.gov/QuikSCAT
ASDC | Publications,"Data Over Parts of Madhya Pradesh, India. IEEE Transactions on Geoscience and",https://eosweb.larc.nasa.gov/publications
Health and Air Quality Data Pathfinder | Earthdata,"Raleigh, North Carolina; and Delhi, India. Citizen-Enabled Aerosol Measurements",https://earthdata.nasa.gov/learn/pathfinders/health-and-air-quality-data-pathfinder
CMR Search - Landing Pages for ORNL_DAAC EOSDIS Collections,"...and Land Cover Classifications across India, 1985, 1995, 2005 Decadal_LULC_India_1336...Granules NPP Grassland: Kurukshetra, India, 1970-1971, R1 NPP_KRK_193 2 Browse",https://cmr.earthdata.nasa.gov/search/site/collections/directory/ORNL_DAAC/gov.nasa.eosdis
[PDF],"...related article, “From Indonesia to India,” on page 46. (Courtesy buitenzorger/flickr)...to pace tsunamis. From Indonesia to India 46 Researchers follow the wanderings",https://cdn.earthdata.nasa.gov/conduit/upload/7268/NASA_SOP_2017.pdf
[PDF],"...cyclone-vardah-approaching-india Fires in northwest India https://earthdata.nasa...nasa.gov/fires-in- northwest-india Published on August 29, 2016 Latest NASA Earthdata",https://cdn.earthdata.nasa.gov/conduit/upload/6317/EOSDISNewsletter2017WinterFINAL.pdf
[PDF],...2000-2016 wet season/ monsoon in South Asia/India. Image by Dr. Chandranath Basak. https://earthdata,https://cdn.earthdata.nasa.gov/conduit/upload/9684/Update_News_Summer18-P4.pdf
[PDF],...https://www.nasa.gov/press/2014/september/us-india-to-collaborate-on-mars-exploration...concentrations (gray areas north of India and in Antarctica are areas where no,https://cdn.earthdata.nasa.gov/conduit/upload/7200/EOSDIS_Update-NEWS-FALL17Final.pdf
[PDF],"...the west, Pakistan in the north, and India in the east. They monitor these using...water low in oxygen. “Big cities in India and the Middle East release lots of",https://cdn.earthdata.nasa.gov/conduit/upload/3307/NASA_SOP_2015_winter_blooms_in_the_arabian_sea.pdf
[XLSX],"Federation 18,203,362 130,068.01 10 India 261,170.28 15,910,395 10 Korea, Republic...39 11 Italy 151,300.42 13,701,497 11 India 15,910,395 261,170.28 12 Russian Federation",https://cdn.earthdata.nasa.gov/conduit/upload/7445/FY17AnnualReport_final_v1.xlsx
[PDF],"...exclusively in the Assam region of India. (Courtesy T. Ducasse) 3 and salt in...quality and crop yield have declined. In India, the industry has struggled to modernize",https://cdn.earthdata.nasa.gov/conduit/upload/750/NASA_SOP_2014_the_price_of_tea.pdf
[XLSX],Iceland ICELAND India Republic of India India IN India INDIA Indonesia Republic,https://cdn.earthdata.nasa.gov/conduit/upload/1476/ApprovedCountryList.xlsx
[PDF],"...neighboring countries of Pakistan and India. Kashmir also inhabits another crossroads:...Indian plate that underlies most of India and Pakistan, including much of Kashmir;",https://cdn.earthdata.nasa.gov/conduit/upload/1177/NASA_SOP_2008_When_the_Earth_moved_Kashmir.pdf
[PDF],...that pours on the Bay of Bengal in India. “The Bay of Bengal usually bears the...which runs the length of Pakistan from India in the north all the way to the Arabian,https://cdn.earthdata.nasa.gov/conduit/upload/892/NASA_SOP_2012_A_kink_in_the_jet_stream.pdf
[PDF],"...storms, and flooding in Pakistan and India. The National Science Foundation and",https://cdn.earthdata.nasa.gov/conduit/upload/3314/NASA_SOP_2015_stormy_vineyards.pdf
[PDF],"...instance, the ocean surface off the tip of India is about 200 meters (650 feet) closer...the Amazon, and the monsoon cycle in India,"" said Tapley. Detecting how much water",https://cdn.earthdata.nasa.gov/conduit/upload/1261/NASA_SOP_2005_Matter_in_Motion_Earths_Changing_Gravity.pdf
[PDF],"...in the 40 spotlight in recent years, India had the worst air quality in the world...indicate the highest levels of exposure; India, Bangladesh, Pakistan, and China scored",https://cdn.earthdata.nasa.gov/conduit/upload/877/NASA_SOP_2013_crazy_bad_air.pdf
[PDF],"France, Russia, Poland, Japan, China, India, Brazil, Tanzania, and elsewhere. Industrial",https://cdn.earthdata.nasa.gov/conduit/upload/1304/NASA_SOP_1998_Effects_of_Emissions_on_Climate_Change.pdf
[XLS],"...133,304 16 NETHERLANDS 10,347.88 16 INDIA 806,556 17 BRAZIL 8,710.81 17 BELGIUM...DENMARK 6,357.15 18 SWEDEN 664,551 19 INDIA 4,869.05 19 RUSSIAN FEDERATION 613",https://cdn.earthdata.nasa.gov/conduit/upload/1035/FY08AnnualReport.xls
[PDF],...with a particular researchemphasis on India and China. Image of Dr. Karen Seto,https://cdn.earthdata.nasa.gov/conduit/upload/6803/EOSDIS_Update_Summer_2017.pdf
[XLSX],"...920 17 SPAIN 25,239.40 17 INDIA 4,661,897 18 INDIA 23,144.50 18 CZECH REPUBLIC...FRANCE 19,161 5 UNITED KINGDOM 18,022 6 INDIA 16,236 7 CANADA 13,399 8 RUSSIA 12",https://cdn.earthdata.nasa.gov/conduit/upload/1025/FY12AnnualReport_V6.xlsx
[PDF],"...exclusively in the Assam region of India. See the related article, “The price...exclusively in the Assam region of India. (Courtesy T. Ducasse) 3 and salt in",https://cdn.earthdata.nasa.gov/conduit/upload/749/NASA_Sensing_Our_Planet_2014.pdf
[XLSX],"...62 17 BELGIUM 2,029,192 18 INDIA 6,428.68 18 INDIA 1,728,399 19 HONG KONG 4,877...7 AUSTRALIA 4,956 8 FRANCE 4,951 9 INDIA 4,856 10 ITALY 4,264 11 SPAIN 3,542",https://cdn.earthdata.nasa.gov/conduit/upload/1033/FY09AnnualReport.xlsx
[XLSX],"...62 17 BELGIUM 2,029,192 18 INDIA 6,428.68 18 INDIA 1,728,399 19 HONG KONG 4,877...7 AUSTRALIA 4,956 8 FRANCE 4,951 9 INDIA 4,856 10 ITALY 4,264 11 SPAIN 3,542",https://cdn.earthdata.nasa.gov/conduit/upload/1033/FY09AnnualReport.xlsx
[XLSX],"...819,613 17 South Africa 12,100.23 17 India 2,605,333 18 Russian Federation 10...701.05 19 Netherlands 2,042,669 20 India 7,640.16 20 Luxembourg 1,797,919 UNKNOWN+",https://cdn.earthdata.nasa.gov/conduit/upload/1029/FY10AnnualReport.xlsx
[PDF],"...that lie in the north tropics, such as India and Colombia. Other changes, such as",https://cdn.earthdata.nasa.gov/conduit/upload/761/NASA_SOP_2014_rooting_out_rainfall.pdf
[XLSX],"...903 17 Sweden 13,577.79 17 India 2,898,931 18 India 12,726.01 18 Spain 2,803,106...3 Germany 16,598 4 France 15,292 5 India 14,418 6 United Kingdom 13,574 7 Canada",https://cdn.earthdata.nasa.gov/conduit/upload/1027/FY11AnnualReport.xlsx
[XLSX],"...66 9 Brazil 9,834,242 10 India 72,075.74 10 India 8,499,633 11 Russian Federation...China 95,635 3 United Kingdom 28,170 4 India 23,998 5 Germany 23,166 6 Canada 22",https://cdn.earthdata.nasa.gov/conduit/upload/1023/FY13AnnualReport_V4.xlsx
[PDF],...throughdisputed territory administeredby India but claimedbyPakistan.Boundary squabbles,https://cdn.earthdata.nasa.gov/conduit/upload/1222/NASA_SOP_2010_Himalayas_heat_pump.pdf
[PDF],"...the west, Pakistan in the north, and India in the east. They monitor these using...water low in oxygen. “Big cities in India and the Middle East release lots of",https://cdn.earthdata.nasa.gov/conduit/upload/3302/NASA_Sensing_Our_Planet_2015.pdf
[XLSX],"...44,153 6 Russian Federation 41,453 7 India 39,569 8 Germany 30,826 9 Australia...542 0.3% 28,681 0.4% 299,277 1.2% 15 India 9,855 0.3% 17,051 0.2% 289,272 1.1%",https://cdn.earthdata.nasa.gov/conduit/upload/3898/FY15AnnualReport_V4.xlsx
[PDF],"...countries such as Indonesia, Vietnam, and India, as well as the United States. Balk",https://cdn.earthdata.nasa.gov/conduit/upload/1247/NASA_SOP_2006_Data_more_powerful_than_hurricanes.pdf
[XLSX],"United Kingdom 43,281 4 Israel 33,709 5 India 32,918 6 Canada 32,682 7 Germany 26...141 0.3% 19,151 0.3% 301,706 1.0% 15 India 9,291 0.3% 17,466 0.3% 546,739 1.9%",https://cdn.earthdata.nasa.gov/conduit/upload/1022/FY14AnnualReport_V3.xlsx
[PDF],"...neighboring countries of Pakistan and India. Kashmir also inhabits another crossroads:...Indian plate that underlies most of India and Pakistan, including much of Kashmir;",https://cdn.earthdata.nasa.gov/conduit/upload/1051/NASA_Sensing_Our_Planet_2008.pdf
