Event ID,Event Name,Dept Name,End Date,Status
07-322704,Construct pervious concrete pavement and DPPIA (rock infill).,Department of Transportation,"11/01/2023
14:00 PST",Posted
01-0F7604X,Upgrade maintenance station.,Department of Transportation,"11/01/2023
14:00 PST",Posted
04-3J0704,"Remove PCC and AC, place PCP and AC Resurfacing.",Department of Transportation,"11/01/2023
14:00 PST",Posted
06-1E6704,"Planting, irrigation work and thermoplastic stripping.",Department of Transportation,"11/01/2023
14:00 PST",Posted
03-3F23U4,"Roadway excavation, place Cl2-AB, HMA, structural concrete & RCP.",Department of Transportation,"11/01/2023
14:00 PST",Posted
0000025335,JM2000025150 Fire Extinguisher Maintenance,Cal-Poly San Luis Obispo,"11/01/2023
15:00 PST",Posted
22-317,22-317 After-hours Janitorial Services at the Folsom DMV Field Office,Department of Motor Vehicles,"11/01/2023
17:00 PST",Posted
22-290,22-290 After-hours Janitorial Services for the Twentynine Palms DMV Field Office,Department of Motor Vehicles,"11/01/2023
17:00 PST",Posted
0000025434,22NC0105 - Office Moving and Installation Services,Public Utilities Commission,"12/01/2023
10:00 PST",Posted
06A2880,Job Order Contract (JOC) - Middle-Mile Broadband Network Project,Department of Transportation,"12/01/2023
14:00 PST",Posted
04-2K9504,Construct material testing laboratory building.,Department of Transportation,"12/01/2023
14:00 PST",Posted
07A5518,Job Order Contract (JOC) - Middle-Mile Broadband Network,Department of Transportation,"12/01/2023
14:00 PST",Posted
07A5555,Preventative Maintenance and Repair for Scrim Controls and Related Components,Department of Transportation,"12/01/2023
14:00 PST",Posted
10-0X7514,Place HMA (Type A) and modify bridge rail.,Department of Transportation,"12/01/2023
14:00 PST",Posted
08A3555,Job Order Contract (JOC) - Middle-Mile Broadband Network,Department of Transportation,"12/01/2023
14:00 PST",Posted
07-357304,"Replace concrete slabs and median barrier, and overlay HMA.",Department of Transportation,"12/01/2023
14:00 PST",Posted
10A2480,Job Order Contract (JOC - Middle-Mile Broadband Network,Department of Transportation,"12/01/2023
14:00 PST",Posted
11A3617,"Underground Vent Replacement, In San Diego County",Department of Transportation,"12/01/2023
14:00 PST",Posted
03A3522,Job Order Contract (JOC) - Middle-Mile Broadband Network Project,Department of Transportation,"12/01/2023
14:00 PST",Posted
07-338704,Construct rock blanket and remove/install chain link fence.,Department of Transportation,"12/01/2023
14:00 PST",Posted
22-336,"22-336 Office Moving, Transportation, and Storage Services for DMV Headquarters",Department of Motor Vehicles,"12/01/2023
14:30 PST",Posted
0000025385,22STC006 RFP,State Air Resources Board,"12/01/2023
17:00 PST",Posted
0000025272,C22863042 MACKERRICHER STATE PARK - Accessibility Upgrades,Dept of Parks & Recreation,"13/01/2023
14:00 PST",Posted
0000025212,CalPERS Health Communication Printing and Dissemination,Public Employees' Retirement,"13/01/2023
15:00 PST",Posted
114B01CM,CMGC - IMPERIAL MIDDLE-MILE BROADBAND NETWORK CONSTRUCTION,Department of Transportation,"13/01/2023
15:00 PST",Posted
0000025284,"Request for Proposal RFP R000839, Asian Consumer Market Advertising and Marketing Agency",CA State Lottery Commission,"13/01/2023
15:00 PST",Posted
0000025288,Construction Management Services for the New Potable Water Wells at Chuckawalla Valley State Prison,Dept of Corrections & Rehab,"13/01/2023
15:00 PST",Posted
0000025347,San Joaquin River Parkway RFP,San Joaquin River Conservancy,"16/01/2023
16:30 PST",Posted
0000025209,Diagnostic Radiology Directorship Services IFB 22-20086-000,Department of State Hospitals,"17/01/2023
09:00 PST",Posted
03A3545,AE - Broadband Middle Mile Network (BMMN) services for District 2,Department of Transportation,"17/01/2023
10:00 PST",Posted
04A6609,A&E On-Call Roadway Construction Material Sampling and Testing Services,Department of Transportation,"17/01/2023
10:00 PST",Posted
0000025444,"C5611293-D - Heating, Ventilation and Air Conditioning (HVAC), Testing, Adjusting and Balancing (TAB) Services",Dept of Corrections & Rehab,"17/01/2023
11:00 PST",Posted
0000025376,P2299037 - Repair Metal Roofs,Department of Fish & Wildlife,"17/01/2023
14:00 PST",Posted
0000025405,Architectural Programming and Planning Services,UC Davis Medical Center,"17/01/2023
16:00 PST",Posted
0000025470,Request for Information (RFI)  #22-016 - CARS Project,Secretary of State,"17/01/2023
17:00 PST",Posted
22-349,22-349 ¿ After-hours janitorial services at the Needles DMV Field Office,Department of Motor Vehicles,"17/01/2023
17:00 PST",Posted
0000025372,CDTFA-IFB 2022-4070,Dept of Tax and Fee Admin,"17/01/2023
17:00 PST",Posted
22-286,22-286 Flooring Removal and Replacement at the Fullerton DMV Field Office,Department of Motor Vehicles,"18/01/2023
03:00 PST",Posted
0000025388,Exterior Painting and Dry Rot Repair Services - IFB 22C865002,Dept of the CA Highway Patrol,"18/01/2023
11:00 PST",Posted
0000025387,Fence Privacy Slat Replacement Services - IFB 22C865004,Dept of the CA Highway Patrol,"18/01/2023
11:00 PST",Posted
22-331,22-331 Parking Lot Seal and Stripe Services at the Redwood City DMV Field Office,Department of Motor Vehicles,"18/01/2023
11:00 PST",Posted
0000025326,HSR22-41 Environmental Services for the Merced to Fresno Station,High Speed Rail Authority,"18/01/2023
12:00 PST",Posted
HD229064,HD229064 Implicit Bias Training,Dept of Developmental Services,"18/01/2023
13:00 PST",Posted
09-393804,Place rock mulch and gravel mulch.,Department of Transportation,"18/01/2023
14:00 PST",Posted
02-3J7304,"AR chip seal, replace AC surfacing and thermoplastic striping.",Department of Transportation,"18/01/2023
14:00 PST",Posted
0000025369,Arrowhead Village Cooling Tower Installation,"CSU, San Bernardino","18/01/2023
14:00 PST",Posted
05-1P5344,"Planting, irrigation, slope paving and transportation art (murals).",Department of Transportation,"18/01/2023
14:00 PST",Posted
10-0X7524,Bridge widening and upgrading rails.,Department of Transportation,"18/01/2023
14:00 PST",Posted
0000025308,Bid #B220004 RFQual for Athletic Field Improvements,"CSU, Sacramento","19/01/2023
14:00 PST",Posted
02-1H6804,Construct new scale facility.,Department of Transportation,"19/01/2023
14:00 PST",Posted
08-1J5804,Electric vehicle charging station systems.,Department of Transportation,"19/01/2023
14:00 PST",Posted
0000025423,10186907 Janitorial Services,Department of Water Resources,"19/01/2023
15:00 PST",Posted
0000025397,Fire Protection Equipment Maintenance Services,Department of Water Resources,"19/01/2023
15:00 PST",Posted
0000025197,Outpatient Dialysis Services IFB 22-20084-000,Department of State Hospitals,"20/01/2023
09:00 PST",Posted
22-348,22-348 IFB After-hours Janitorial Services at the Rocklin DMV Field Office,Department of Motor Vehicles,"20/01/2023
09:30 PST",Posted
0000025449,IFB 22C765006 CHP LANDSCAPING SERVICES,Dept of the CA Highway Patrol,"20/01/2023
14:00 PST",Posted
0000025281,22-50-012 Organizational Design and Strategic Planning,Housing & Community Developmnt,"20/01/2023
15:00 PST",Posted
0000025393,"P2370002, Dungeness Crab Task Force",Department of Fish & Wildlife,"20/01/2023
16:00 PST",Posted
0000025283,RFP Secondary #CV22-210 - Connecting Neighbors to Neighbors,Office of Planning & Research,"20/01/2023
17:00 PST",Posted
0000025349,RFP-22-801 Energy Efficiency Technical Support 2023,Energy Resources Conservation,"20/01/2023
17:00 PST",Posted
0000025414,"First 5 California Governmental Affairs, Legislative Representation, and Advocacy",First 5 California,"23/01/2023
12:00 PST",Posted
0000025394,RFQ 22-131592.PMDB.CHPQuincy,Department of General Services,"23/01/2023
14:00 PST",Posted
0000025312,RFP(P) 2023 Processing Fee and Handling Fee Cost Surveys DRR22033,Resources Recycling & Recovery,"23/01/2023
14:00 PST",Posted
0000025068,Professional Engineering Services Short List; Request for Qualifications R-2223-10_Addendum 1 - Berkeley Region,Dept. Toxic Substances Control,"23/01/2023
15:00 PST",Posted
0000025432,Social Media Outreach Campaign,Dept of Managed Health Care,"23/01/2023
16:00 PST",Posted
04-0J4804,Remove and install guardrails and construct concrete barriers.,Department of Transportation,"24/01/2023
14:00 PST",Posted
05-1P5364,Install electric vehicle charging station system and rock blanket.,Department of Transportation,"24/01/2023
14:00 PST",Posted
07-386304,"Construct chain link fences, rock blanket, and rock slope protection.",Department of Transportation,"24/01/2023
14:00 PST",Posted
05-1P5314,Planting and irrigation and install transportation art (sculpture).,Department of Transportation,"24/01/2023
14:00 PST",Posted
03-2J7604,Install inert material & fencing and paint retaining wall & soundwall.,Department of Transportation,"24/01/2023
14:00 PST",Posted
05-1P7004,Partial depth recycling with RHMA-G overlay.,Department of Transportation,"24/01/2023
14:00 PST",Posted
04-4J9104,"Cold plane AC, paving with RHMA, upgrade median CB and curb ramp.",Department of Transportation,"24/01/2023
14:00 PST",Posted
0000025406,RFP #SP08612212 Turnkey Dryer Removal and Replacement Services,Prison Industry Authority,"24/01/2023
15:00 PST",Posted
0000025404,RFP #SP04612211 Turnkey Dryer Removal/Installation Services,Prison Industry Authority,"24/01/2023
15:00 PST",Posted
0000025456,2023CARB_SMDAP-RFI001: Satellite Methane Data Acquisition Project (SMDAP),State Air Resources Board,"25/01/2023
10:00 PST",Posted
0000025292,Fire Alarm System Installation at CTF,Dept of Corrections & Rehab,"25/01/2023
11:00 PST",Posted
05-1P5324,"Planting, irrigation, slope paving and transportation art (mural).",Department of Transportation,"25/01/2023
14:00 PST",Posted
07-3237U4,Place HMA (Type A) and cold plane asphalt concrete pavement.,Department of Transportation,"25/01/2023
14:00 PST",Posted
0000023922,4546 FMD Junipero Serra Fire Life Safety Upgrade,Department of General Services,"25/01/2023
14:00 PST",Posted
04-0K5204,"Overlay with RHMA, replace guardrails, approach slabs and signs.",Department of Transportation,"25/01/2023
14:00 PST",Posted
11-424804,"Micro-surfacing, ISR, bridge deck repair, MGS, and electrical work.",Department of Transportation,"25/01/2023
14:00 PST",Posted
0000025443,"C5611305-D, Electronic Smoke and Fire Detection Alarm System Maintenance, Inspection, Repair, Testing, and Certification Services",Dept of Corrections & Rehab,"26/01/2023
12:00 PST",Posted
01-0C5004,Replace bridge rails.,Department of Transportation,"26/01/2023
14:00 PST",Posted
04-2K7204,"Pvmt rehabilitation, slab repl, ADA curb ramp and install guardrail.",Department of Transportation,"26/01/2023
14:00 PST",Posted
04-2J7304,Replace box culvert bridge.,Department of Transportation,"26/01/2023
14:00 PST",Posted
08-1C08U4,"Place HMA (Type A), JPCP, imported borrow, roadway excavation & Cl2 AB",Department of Transportation,"26/01/2023
14:00 PST",Posted
07-3203U4,Place concrete pavement and high friction surface treatment.,Department of Transportation,"26/01/2023
14:00 PST",Posted
0000025458,Sediment Removal for Travis and Napa Water Tanks,Department of Water Resources,"26/01/2023
14:30 PST",Posted
0000025354,Construction Manager/General Contractor - RFQ - Chipps Island Tidal Habitat Restoration Project,Department of Water Resources,"30/01/2023
15:00 PST",Posted
0000024854,RFP 23-3001 REMOTE TRIAGE AND SUPPORT SYSTEM,Department of Social Services,"30/01/2023
15:00 PST",Posted
0000025461,RFP #B220003-Constituent Relationship Management (CRM) Tool,"CSU, Sacramento","31/01/2023
10:00 PST",Posted
0000025462,B220003-Constituent Relationship Management (CRM) Tool for the University,"CSU, Sacramento","31/01/2023
10:00 PST",Posted
05-1P5304,"Planting, irrigation work and transportation art.",Department of Transportation,"31/01/2023
14:00 PST",Posted
0000025463,RFP 10187503 - Solar PV and Wind Renewable Energy Resources,Department of Water Resources,"31/01/2023
15:00 PST",Posted
0000025370,Calibration and Certification Services for Vapor Recovery Equipment,State Air Resources Board,"31/01/2023
17:00 PST",Posted
0000025475,RFP-22-301 - Technical Assistance for the Energy Research and Development Division,Energy Resources Conservation,"31/01/2023
17:00 PST",Posted
0000025315,HSR22-09 Sustainability Services,High Speed Rail Authority,"01/02/2023
12:00 PST",Posted
0000025221,Individualized Education Program Facilitation Network ¿ CN230005 - RFP,Department of Education,"01/02/2023
12:00 PST",Posted
11-427104X,Modify signal & lighting systems & replace minor concrete curb ramp.,Department of Transportation,"01/02/2023
14:00 PST",Posted
22-344,"22-344 Parking Lot Asphalt Repair, Seal and Stripe Services at the Victorville DMV Field Office.",Department of Motor Vehicles,"01/02/2023
15:00 PST",Posted
0000024830,R000616.California Lottery.Public Website and Cloud Infrastructure,CA State Lottery Commission,"01/02/2023
16:00 PST",Posted
0000025477,FPCM-CCWF-FH-EXHAUST-DA,Dept of Corrections & Rehab,"02/02/2023
14:00 PST",Posted
0000025476,FPCM-ASP-FH-EXHAUST-DA,Dept of Corrections & Rehab,"02/02/2023
16:00 PST",Posted
01-0A1314,Replace bridge.,Department of Transportation,"16/02/2023
14:00 PST",Posted
07-3255U4,"Individual slab replacement, cold plane AC and place rubberized HMA.",Department of Transportation,"16/02/2023
14:00 PST",Posted
0000025360,Solicitation No. 2223-02; Regional Site Remediation Contracts (RSRC),Dept. Toxic Substances Control,"17/02/2023
15:00 PST",Posted
09-367504,"Building work, hot mix asphalt (type A).",Department of Transportation,"25/02/2023
14:00 PST",Posted
0000022765,CDPH California COVID Reporting System Solicitation (CCRS),Statewide STPD,"21/03/2023
08:00 PDT",Posted
0000025478,Caltrans Transportation Asset Management System (TAMS2),Department of Transportation,"24/04/2023
17:00 PDT",Posted
0000023317,10686008,Dept of Corrections & Rehab,"18/05/2023
17:00 PDT",Posted
RFP0822-01,Wireless Digital Management System,Department of Fish & Wildlife,"06/06/2023
17:00 PDT",Posted
0000025285,DMV Drivers License - DxP DL ISD22-0258-1,Department of Motor Vehicles,"26/06/2023
17:00 PDT",Posted
0000023977,BLANKET ADVERTISEMENT FOR VARIOUS MINOR CAPITAL CONSTRUCTION PROJECTS (NOT for a specific project),"CSU, Dominguez Hills","30/06/2023
17:00 PDT",Posted
0000013652,Sample Electronic Application of Qualifications #19-001,Statewide STPD,"24/07/2023
15:30 PDT",Posted
0000025396,California Environmental Reporting System (CERS) NextGEN,"Sec., Environment Protection","18/08/2023
17:00 PDT",Posted
0000022860,SCO California State Payroll System  (CSPS) Solicitation No.CSPS90121,State Controller,"30/09/2023
17:00 PDT",Posted
0000022917,CDPH CalCONNECT,Department of Public Health,"01/04/2024
17:00 PDT",Posted
0000025078,"CARB RFP 2122804, SB210 Heavy Duty I/M",State Air Resources Board,"01/05/2024
12:00 PDT",Posted
0000015808,RFA 20-20 Court Appointed Psychiatric Services,Superior Court of San Bernardi,"30/06/2025
15:00 PDT",Posted
