"Series ID","Month","Value","Annual Percent Change"
"CUSR0000SAF1","March 1, 2021","271.861","3.5"
"CUSR0000SAF1","February 1, 2021","271.429","3.6"
"CUSR0000SAF1","January 1, 2021","271.035","3.8"
"CUSR0000SAF1","December 1, 2020","270.469","3.9"
"CUSR0000SAF1","November 1, 2020","269.563","3.7"
"CUSR0000SAF1","October 1, 2020","269.557","3.9"
"CUSR0000SAF1","September 1, 2020","269.124","4.0"
"CUSR0000SAF1","August 1, 2020","268.958","4.1"
"CUSR0000SAF1","July 1, 2020","268.657","4.1"
"CUSR0000SAF1","June 1, 2020","269.656","4.5"
"CUSR0000SAF1","May 1, 2020","268.326","4.0"
"CUSR0000SAF1","April 1, 2020","266.505","3.5"
"CUSR0000SAF1","March 1, 2020","262.734","1.9"
"CUSR0000SAF1","February 1, 2020","261.912","1.8"
"CUSR0000SAF1","January 1, 2020","261.097","1.8"
"CUSR0000SAF1","December 1, 2019","260.274","1.8"
"CUSR0000SAF1","November 1, 2019","259.902","2.0"
"CUSR0000SAF1","October 1, 2019","259.371","2.1"
"CUSR0000SAF1","September 1, 2019","258.880","1.8"
"CUSR0000SAF1","August 1, 2019","258.329","1.7"
"CUSR0000SAF1","July 1, 2019","258.144","1.8"
"CUSR0000SAF1","June 1, 2019","258.043","1.9"
"CUSR0000SAF1","May 1, 2019","258.008","2.0"
"CUSR0000SAF1","April 1, 2019","257.479","1.8"
"CUSR0000SAF1","March 1, 2019","257.752","2.1"
"CUSR0000SAF1","February 1, 2019","257.233","2.0"
"CUSR0000SAF1","January 1, 2019","256.381","1.6"
"CUSR0000SAF1","December 1, 2018","255.673","1.6"
"CUSR0000SAF1","November 1, 2018","254.750","1.4"
"CUSR0000SAF1","October 1, 2018","254.081","1.2"
"CUSR0000SAF1","September 1, 2018","254.283","1.4"
"CUSR0000SAF1","August 1, 2018","254.034","1.4"
"CUSR0000SAF1","July 1, 2018","253.673","1.4"
"CUSR0000SAF1","June 1, 2018","253.278","1.4"
"CUSR0000SAF1","May 1, 2018","253.018","1.2"
"CUSR0000SAF1","April 1, 2018","253.016","1.4"
"CUSR0000SAF1","March 1, 2018","252.412","1.3"
"CUSR0000SAF1","February 1, 2018","252.248","1.4"
"CUSR0000SAF1","January 1, 2018","252.253","1.7"
"CUSR0000SAF1","December 1, 2017","251.716","1.6"
"CUSR0000SAF1","November 1, 2017","251.195","1.4"
"CUSR0000SAF1","October 1, 2017","251.048","1.3"
"CUSR0000SAF1","September 1, 2017","250.826","1.2"
"CUSR0000SAF1","August 1, 2017","250.469","1.1"
"CUSR0000SAF1","July 1, 2017","250.185","1.0"
"CUSR0000SAF1","June 1, 2017","249.770","0.8"
"CUSR0000SAF1","May 1, 2017","249.972","0.9"
"CUSR0000SAF1","April 1, 2017","249.589","0.5"
"CUSR0000SAF1","March 1, 2017","249.244","0.5"
"CUSR0000SAF1","February 1, 2017","248.735","0.1"
"CUSR0000SAF1","January 1, 2017","248.065","-0.1"
"CUSR0000SAF1","December 1, 2016","247.725","-0.2"
"CUSR0000SAF1","November 1, 2016","247.741","-0.3"
"CUSR0000SAF1","October 1, 2016","247.812","-0.4"
"CUSR0000SAF1","September 1, 2016","247.772","-0.3"
"CUSR0000SAF1","August 1, 2016","247.746","0.0"
"CUSR0000SAF1","July 1, 2016","247.658","0.2"
"CUSR0000SAF1","June 1, 2016","247.683","0.3"
"CUSR0000SAF1","May 1, 2016","247.856","0.7"
"CUSR0000SAF1","April 1, 2016","248.235","0.9"
"CUSR0000SAF1","March 1, 2016","248.029","0.8"
"CUSR0000SAF1","February 1, 2016","248.606","0.9"
"CUSR0000SAF1","January 1, 2016","248.353","0.9"
"CUSR0000SAF1","December 1, 2015","248.206","0.8"
"CUSR0000SAF1","November 1, 2015","248.525","1.3"
"CUSR0000SAF1","October 1, 2015","248.755","1.6"
"CUSR0000SAF1","September 1, 2015","248.492","1.6"
"CUSR0000SAF1","August 1, 2015","247.742","1.6"
"CUSR0000SAF1","July 1, 2015","247.157","1.6"
"CUSR0000SAF1","June 1, 2015","246.937","1.8"
"CUSR0000SAF1","May 1, 2015","246.239","1.6"
"CUSR0000SAF1","April 1, 2015","246.002","2.0"
"CUSR0000SAF1","March 1, 2015","246.072","2.3"
"CUSR0000SAF1","February 1, 2015","246.495","3.0"
"CUSR0000SAF1","January 1, 2015","246.197","3.2"
"CUSR0000SAF1","December 1, 2014","246.237","3.4"
"CUSR0000SAF1","November 1, 2014","245.394","3.1"
"CUSR0000SAF1","October 1, 2014","244.866","3.0"
"CUSR0000SAF1","September 1, 2014","244.480","2.9"
"CUSR0000SAF1","August 1, 2014","243.792","2.7"
"CUSR0000SAF1","July 1, 2014","243.235","2.6"
"CUSR0000SAF1","June 1, 2014","242.646","2.4"
"CUSR0000SAF1","May 1, 2014","242.408","2.5"
"CUSR0000SAF1","April 1, 2014","241.241","1.9"
"CUSR0000SAF1","March 1, 2014","240.447","1.8"
"CUSR0000SAF1","February 1, 2014","239.408","1.4"
"CUSR0000SAF1","January 1, 2014","238.492","1.1"
"CUSR0000SAF1","December 1, 2013","238.182","1.1"
"CUSR0000SAF1","November 1, 2013","237.947","1.1"
"CUSR0000SAF1","October 1, 2013","237.750","1.2"
"CUSR0000SAF1","September 1, 2013","237.519","1.3"
"CUSR0000SAF1","August 1, 2013","237.451","1.4"
"CUSR0000SAF1","July 1, 2013","237.184","1.4"
"CUSR0000SAF1","June 1, 2013","236.980","1.4"
"CUSR0000SAF1","May 1, 2013","236.454","1.4"
"CUSR0000SAF1","April 1, 2013","236.655","1.5"
"CUSR0000SAF1","March 1, 2013","236.213","1.6"
"CUSR0000SAF1","February 1, 2013","235.992","1.7"
"CUSR0000SAF1","January 1, 2013","236.011","1.6"
"CUSR0000SAF1","December 1, 2012","235.677","1.8"
"CUSR0000SAF1","November 1, 2012","235.253","1.8"
"CUSR0000SAF1","October 1, 2012","234.843","1.7"
"CUSR0000SAF1","September 1, 2012","234.404","1.6"
"CUSR0000SAF1","August 1, 2012","234.244","2.0"
"CUSR0000SAF1","July 1, 2012","233.845","2.3"
"CUSR0000SAF1","June 1, 2012","233.683","2.7"
"CUSR0000SAF1","May 1, 2012","233.219","2.8"
"CUSR0000SAF1","April 1, 2012","233.044","3.1"
"CUSR0000SAF1","March 1, 2012","232.591","3.3"
"CUSR0000SAF1","February 1, 2012","232.140","3.9"
"CUSR0000SAF1","January 1, 2012","232.213","4.4"
"CUSR0000SAF1","December 1, 2011","231.557","4.7"
"CUSR0000SAF1","November 1, 2011","231.118","4.6"
"CUSR0000SAF1","October 1, 2011","230.899","4.7"
"CUSR0000SAF1","September 1, 2011","230.682","4.8"
"CUSR0000SAF1","August 1, 2011","229.634","4.6"
"CUSR0000SAF1","July 1, 2011","228.482","4.2"
"CUSR0000SAF1","June 1, 2011","227.515","3.8"
"CUSR0000SAF1","May 1, 2011","226.940","3.5"
"CUSR0000SAF1","April 1, 2011","226.072","3.1"
"CUSR0000SAF1","March 1, 2011","225.213","2.8"
"CUSR0000SAF1","February 1, 2011","223.504","2.3"
"CUSR0000SAF1","January 1, 2011","222.469","1.8"
"CUSR0000SAF1","December 1, 2010","221.215","1.5"
"CUSR0000SAF1","November 1, 2010","220.946","1.5"
"CUSR0000SAF1","October 1, 2010","220.521","1.4"
"CUSR0000SAF1","September 1, 2010","220.219","1.4"
"CUSR0000SAF1","August 1, 2010","219.480","1.0"
"CUSR0000SAF1","July 1, 2010","219.234","0.8"
"CUSR0000SAF1","June 1, 2010","219.285","0.7"
"CUSR0000SAF1","May 1, 2010","219.331","0.7"
"CUSR0000SAF1","April 1, 2010","219.209","0.5"
"CUSR0000SAF1","March 1, 2010","218.990","0.2"
"CUSR0000SAF1","February 1, 2010","218.552","-0.2"
"CUSR0000SAF1","January 1, 2010","218.489","-0.3"
"CUSR0000SAF1","December 1, 2009","217.904","-0.5"
"CUSR0000SAF1","November 1, 2009","217.581","-0.7"
"CUSR0000SAF1","October 1, 2009","217.452","-0.6"
"CUSR0000SAF1","September 1, 2009","217.258","-0.2"
"CUSR0000SAF1","August 1, 2009","217.376","0.4"
"CUSR0000SAF1","July 1, 2009","217.387","0.9"
"CUSR0000SAF1","June 1, 2009","217.813","2.1"
"CUSR0000SAF1","May 1, 2009","217.813","2.7"
"CUSR0000SAF1","April 1, 2009","218.175","3.3"
"CUSR0000SAF1","March 1, 2009","218.510","4.4"
"CUSR0000SAF1","February 1, 2009","218.949","4.8"
"CUSR0000SAF1","January 1, 2009","219.234","5.3"
"CUSR0000SAF1","December 1, 2008","219.073","5.9"
"CUSR0000SAF1","November 1, 2008","219.070","6.1"
"CUSR0000SAF1","October 1, 2008","218.667","6.3"
"CUSR0000SAF1","September 1, 2008","217.768","6.2"
"CUSR0000SAF1","August 1, 2008","216.528","6.1"
"CUSR0000SAF1","July 1, 2008","215.434","6.0"
"CUSR0000SAF1","June 1, 2008","213.333","5.3"
"CUSR0000SAF1","May 1, 2008","212.019","5.1"
"CUSR0000SAF1","April 1, 2008","211.127","5.1"
"CUSR0000SAF1","March 1, 2008","209.324","4.4"
"CUSR0000SAF1","February 1, 2008","208.901","4.6"
"CUSR0000SAF1","January 1, 2008","208.126","4.9"
"CUSR0000SAF1","December 1, 2007","206.874","5.0"
"CUSR0000SAF1","November 1, 2007","206.493","4.8"
"CUSR0000SAF1","October 1, 2007","205.651","4.4"
"CUSR0000SAF1","September 1, 2007","205.003","4.4"
"CUSR0000SAF1","August 1, 2007","204.008","4.2"
"CUSR0000SAF1","July 1, 2007","203.232","4.1"
"CUSR0000SAF1","June 1, 2007","202.557","4.0"
"CUSR0000SAF1","May 1, 2007","201.735","3.9"
"CUSR0000SAF1","April 1, 2007","200.952","3.7"
"CUSR0000SAF1","March 1, 2007","200.432","3.3"
"CUSR0000SAF1","February 1, 2007","199.736","3.1"
"CUSR0000SAF1","January 1, 2007","198.378","2.5"
"CUSR0000SAF1","December 1, 2006","197.1","2.2"
"CUSR0000SAF1","November 1, 2006","197.0","2.3"
"CUSR0000SAF1","October 1, 2006","196.9","2.6"
"CUSR0000SAF1","September 1, 2006","196.3","2.5"
"CUSR0000SAF1","August 1, 2006","195.7","2.4"
"CUSR0000SAF1","July 1, 2006","195.2","2.3"
"CUSR0000SAF1","June 1, 2006","194.7","2.2"
"CUSR0000SAF1","May 1, 2006","194.1","1.8"
"CUSR0000SAF1","April 1, 2006","193.8","1.8"
"CUSR0000SAF1","March 1, 2006","194.0","2.6"
"CUSR0000SAF1","February 1, 2006","193.7","2.7"
"CUSR0000SAF1","January 1, 2006","193.6","2.6"
"CUSR0000SAF1","December 1, 2005","192.9","2.4"
"CUSR0000SAF1","November 1, 2005","192.6","2.2"
"CUSR0000SAF1","October 1, 2005","192.0","2.2"
"CUSR0000SAF1","September 1, 2005","191.5","2.5"
"CUSR0000SAF1","August 1, 2005","191.1","2.2"
"CUSR0000SAF1","July 1, 2005","190.9","2.2"
"CUSR0000SAF1","June 1, 2005","190.5","2.2"
"CUSR0000SAF1","May 1, 2005","190.6","2.4"
"CUSR0000SAF1","April 1, 2005","190.4","3.1"
"CUSR0000SAF1","March 1, 2005","189.1","2.7"
"CUSR0000SAF1","February 1, 2005","188.6","2.6"
"CUSR0000SAF1","January 1, 2005","188.7","2.9"
"CUSR0000SAF1","December 1, 2004","188.4","2.7"
"CUSR0000SAF1","November 1, 2004","188.4","3.2"
"CUSR0000SAF1","October 1, 2004","187.8","3.4"
"CUSR0000SAF1","September 1, 2004","186.9","3.3"
"CUSR0000SAF1","August 1, 2004","187.0","3.6"
"CUSR0000SAF1","July 1, 2004","186.8","3.9"
"CUSR0000SAF1","June 1, 2004","186.4","3.7"
"CUSR0000SAF1","May 1, 2004","186.1","4.1"
"CUSR0000SAF1","April 1, 2004","184.6","3.4"
"CUSR0000SAF1","March 1, 2004","184.2","3.3"
"CUSR0000SAF1","February 1, 2004","183.9","3.3"
"CUSR0000SAF1","January 1, 2004","183.4","3.6"
"CUSR0000SAF1","December 1, 2003","183.5","3.6"
"CUSR0000SAF1","November 1, 2003","182.6","3.2"
"CUSR0000SAF1","October 1, 2003","181.6","2.9"
"CUSR0000SAF1","September 1, 2003","180.9","2.5"
"CUSR0000SAF1","August 1, 2003","180.5","2.5"
"CUSR0000SAF1","July 1, 2003","179.8","2.1"
"CUSR0000SAF1","June 1, 2003","179.7","2.2"
"CUSR0000SAF1","May 1, 2003","178.8","1.7"
"CUSR0000SAF1","April 1, 2003","178.5","1.2"
"CUSR0000SAF1","March 1, 2003","178.4","1.3"
"CUSR0000SAF1","February 1, 2003","178.1","1.4"
"CUSR0000SAF1","January 1, 2003","177.1","1.0"
"CUSR0000SETA02","July 1, 2022","209.998","6.6"
"CUSR0000SETA02","June 1, 2022","210.863","7.1"
"CUSR0000SETA02","May 1, 2022","207.518","16.1"
"CUSR0000SETA02","April 1, 2022","203.776","22.7"
"CUSR0000SETA02","March 1, 2022","204.562","35.3"
"CUSR0000SETA02","February 1, 2022","212.644","41.2"
"CUSR0000SETA02","January 1, 2022","213.173","40.5"
"CUSR0000SETA02","December 1, 2021","210.090","37.3"
"CUSR0000SETA02","November 1, 2021","203.322","31.4"
"CUSR0000SETA02","October 1, 2021","198.479","26.4"
"CUSR0000SETA02","September 1, 2021","193.626","24.4"
"CUSR0000SETA02","August 1, 2021","194.645","31.9"
"CUSR0000SETA02","July 1, 2021","196.969","41.6"
"CUSR0000SETA02","June 1, 2021","196.878","45.3"
"CUSR0000SETA02","May 1, 2021","178.796","29.8"
"CUSR0000SETA02","April 1, 2021","166.035","21.0"
"CUSR0000SETA02","March 1, 2021","151.174","9.4"
"CUSR0000SETA02","February 1, 2021","150.649","9.4"
"CUSR0000SETA02","January 1, 2021","151.708","10.0"
"CUSR0000SETA02","December 1, 2020","153.041","10.0"
"CUSR0000SETA02","November 1, 2020","154.739","10.8"
"CUSR0000SETA02","October 1, 2020","156.986","11.5"
"CUSR0000SETA02","September 1, 2020","155.629","10.3"
"CUSR0000SETA02","August 1, 2020","147.599","4.0"
"CUSR0000SETA02","July 1, 2020","139.088","-0.9"
"CUSR0000SETA02","June 1, 2020","135.521","-2.7"
"CUSR0000SETA02","May 1, 2020","137.773","-0.3"
"CUSR0000SETA02","April 1, 2020","137.273","-0.8"
"CUSR0000SETA02","March 1, 2020","138.206","0.1"
"CUSR0000SETA02","February 1, 2020","137.758","-1.2"
"CUSR0000SETA02","January 1, 2020","137.922","-2.0"
"CUSR0000SETA02","December 1, 2019","139.097","-0.7"
"CUSR0000SETA02","November 1, 2019","139.674","-0.4"
"CUSR0000SETA02","October 1, 2019","140.779","1.4"
"CUSR0000SETA02","September 1, 2019","141.120","2.6"
"CUSR0000SETA02","August 1, 2019","141.969","2.1"
"CUSR0000SETA02","July 1, 2019","140.365","1.5"
"CUSR0000SETA02","June 1, 2019","139.334","1.2"
"CUSR0000SETA02","May 1, 2019","138.227","0.3"
"CUSR0000SETA02","April 1, 2019","138.355","0.8"
"CUSR0000SETA02","March 1, 2019","138.051","0.5"
"CUSR0000SETA02","February 1, 2019","139.499","1.1"
"CUSR0000SETA02","January 1, 2019","140.706","1.7"
"CUSR0000SETA02","December 1, 2018","140.068","1.4"
"CUSR0000SETA02","November 1, 2018","140.295","1.5"
"CUSR0000SETA02","October 1, 2018","138.797","0.7"
"CUSR0000SETA02","September 1, 2018","137.544","1.9"
"CUSR0000SETA02","August 1, 2018","139.086","1.6"
"CUSR0000SETA02","July 1, 2018","138.331","1.1"
"CUSR0000SETA02","June 1, 2018","137.618","-0.1"
"CUSR0000SETA02","May 1, 2018","137.842","-0.5"
"CUSR0000SETA02","April 1, 2018","137.273","-1.0"
"CUSR0000SETA02","March 1, 2018","137.431","-1.3"
"CUSR0000SETA02","February 1, 2018","137.953","-0.5"
"CUSR0000SETA02","January 1, 2018","138.416","-0.2"
"CUSR0000SETA02","December 1, 2017","138.123","-1.0"
"CUSR0000SETA02","November 1, 2017","138.261","-1.2"
"CUSR0000SETA02","October 1, 2017","137.803","-3.1"
"CUSR0000SETA02","September 1, 2017","135.033","-6.8"
"CUSR0000SETA02","August 1, 2017","136.875","-4.2"
"CUSR0000SETA02","July 1, 2017","136.872","-4.5"
"CUSR0000SETA02","June 1, 2017","137.691","-5.0"
"CUSR0000SETA02","May 1, 2017","138.601","-5.3"
"CUSR0000SETA02","April 1, 2017","138.596","-4.7"
"CUSR0000SETA02","March 1, 2017","139.232","-3.1"
"CUSR0000SETA02","February 1, 2017","138.713","-3.7"
"CUSR0000SETA02","January 1, 2017","138.761","-4.1"
"CUSR0000SETA02","December 1, 2016","139.457","-3.1"
"CUSR0000SETA02","November 1, 2016","139.975","-3.4"
"CUSR0000SETA02","October 1, 2016","142.217","-2.9"
"CUSR0000SETA02","September 1, 2016","144.851","-1.8"
"CUSR0000SETA02","August 1, 2016","142.803","-3.7"
"CUSR0000SETA02","July 1, 2016","143.270","-3.9"
"CUSR0000SETA02","June 1, 2016","144.887","-3.1"
"CUSR0000SETA02","May 1, 2016","146.416","-1.9"
"CUSR0000SETA02","April 1, 2016","145.475","-2.0"
"CUSR0000SETA02","March 1, 2016","143.659","-2.7"
"CUSR0000SETA02","February 1, 2016","143.979","-2.2"
"CUSR0000SETA02","January 1, 2016","144.638","-0.2"
"CUSR0000SETA02","December 1, 2015","143.955","-1.3"
"CUSR0000SETA02","November 1, 2015","144.850","-1.8"
"CUSR0000SETA02","October 1, 2015","146.397","-1.7"
"CUSR0000SETA02","September 1, 2015","147.554","-1.5"
"CUSR0000SETA02","August 1, 2015","148.295","-0.8"
"CUSR0000SETA02","July 1, 2015","149.078","-0.1"
"CUSR0000SETA02","June 1, 2015","149.480","0.4"
"CUSR0000SETA02","May 1, 2015","149.290","0.2"
"CUSR0000SETA02","April 1, 2015","148.404","-0.5"
"CUSR0000SETA02","March 1, 2015","147.694","-1.3"
"CUSR0000SETA02","February 1, 2015","147.264","-2.3"
"CUSR0000SETA02","January 1, 2015","144.875","-4.4"
"CUSR0000SETA02","December 1, 2014","145.830","-4.3"
"CUSR0000SETA02","November 1, 2014","147.488","-3.0"
"CUSR0000SETA02","October 1, 2014","148.954","-1.5"
"CUSR0000SETA02","September 1, 2014","149.859","-0.4"
"CUSR0000SETA02","August 1, 2014","149.472","0.0"
"CUSR0000SETA02","July 1, 2014","149.216","0.1"
"CUSR0000SETA02","June 1, 2014","148.921","0.1"
"CUSR0000SETA02","May 1, 2014","149.006","0.3"
"CUSR0000SETA02","April 1, 2014","149.217","0.4"
"CUSR0000SETA02","March 1, 2014","149.641","0.5"
"CUSR0000SETA02","February 1, 2014","150.718","0.6"
"CUSR0000SETA02","January 1, 2014","151.535","1.2"
"CUSR0000SETA02","December 1, 2013","152.457","2.2"
"CUSR0000SETA02","November 1, 2013","151.993","2.1"
"CUSR0000SETA02","October 1, 2013","151.248","1.5"
"CUSR0000SETA02","September 1, 2013","150.458","0.5"
"CUSR0000SETA02","August 1, 2013","149.539","-0.9"
"CUSR0000SETA02","July 1, 2013","149.058","-1.9"
"CUSR0000SETA02","June 1, 2013","148.742","-2.3"
"CUSR0000SETA02","May 1, 2013","148.501","-2.0"
"CUSR0000SETA02","April 1, 2013","148.577","-1.0"
"CUSR0000SETA02","March 1, 2013","148.912","-0.2"
"CUSR0000SETA02","February 1, 2013","149.789","-0.1"
"CUSR0000SETA02","January 1, 2013","149.741","-0.9"
"CUSR0000SETA02","December 1, 2012","149.243","-1.9"
"CUSR0000SETA02","November 1, 2012","148.932","-2.1"
"CUSR0000SETA02","October 1, 2012","148.986","-2.0"
"CUSR0000SETA02","September 1, 2012","149.647","-1.3"
"CUSR0000SETA02","August 1, 2012","150.871","-0.3"
"CUSR0000SETA02","July 1, 2012","151.970","1.3"
"CUSR0000SETA02","June 1, 2012","152.263","2.5"
"CUSR0000SETA02","May 1, 2012","151.587","3.5"
"CUSR0000SETA02","April 1, 2012","150.053","3.1"
"CUSR0000SETA02","March 1, 2012","149.265","2.5"
"CUSR0000SETA02","February 1, 2012","149.893","2.5"
"CUSR0000SETA02","January 1, 2012","151.106","3.2"
"CUSR0000SETA02","December 1, 2011","152.083","4.4"
"CUSR0000SETA02","November 1, 2011","152.187","5.1"
"CUSR0000SETA02","October 1, 2011","151.986","5.3"
"CUSR0000SETA02","September 1, 2011","151.677","5.3"
"CUSR0000SETA02","August 1, 2011","151.312","5.5"
"CUSR0000SETA02","July 1, 2011","149.971","5.2"
"CUSR0000SETA02","June 1, 2011","148.518","4.6"
"CUSR0000SETA02","May 1, 2011","146.476","3.9"
"CUSR0000SETA02","April 1, 2011","145.542","2.7"
"CUSR0000SETA02","March 1, 2011","145.646","2.3"
"CUSR0000SETA02","February 1, 2011","146.182","2.1"
"CUSR0000SETA02","January 1, 2011","146.478","2.6"
"CUSR0000SETA02","December 1, 2010","145.669","4.5"
"CUSR0000SETA02","November 1, 2010","144.751","6.6"
"CUSR0000SETA02","October 1, 2010","144.313","8.9"
"CUSR0000SETA02","September 1, 2010","144.032","12.9"
"CUSR0000SETA02","August 1, 2010","143.420","14.7"
"CUSR0000SETA02","July 1, 2010","142.512","16.0"
"CUSR0000SETA02","June 1, 2010","141.951","15.2"
"CUSR0000SETA02","May 1, 2010","140.952","15.0"
"CUSR0000SETA02","April 1, 2010","141.680","16.2"
"CUSR0000SETA02","March 1, 2010","142.377","16.5"
"CUSR0000SETA02","February 1, 2010","143.173","15.1"
"CUSR0000SETA02","January 1, 2010","142.829","12.8"
"CUSR0000SETA02","December 1, 2009","139.376","9.5"
"CUSR0000SETA02","November 1, 2009","135.730","6.0"
"CUSR0000SETA02","October 1, 2009","132.475","2.4"
"CUSR0000SETA02","September 1, 2009","127.631","-2.7"
"CUSR0000SETA02","August 1, 2009","125.011","-5.7"
"CUSR0000SETA02","July 1, 2009","122.844","-8.1"
"CUSR0000SETA02","June 1, 2009","123.236","-8.7"
"CUSR0000SETA02","May 1, 2009","122.533","-10.2"
"CUSR0000SETA02","April 1, 2009","121.887","-11.5"
"CUSR0000SETA02","March 1, 2009","122.210","-11.8"
"CUSR0000SETA02","February 1, 2009","124.405","-10.4"
"CUSR0000SETA02","January 1, 2009","126.668","-8.8"
"CUSR0000SETA02","December 1, 2008","127.323","-7.6"
"CUSR0000SETA02","November 1, 2008","128.048","-6.9"
"CUSR0000SETA02","October 1, 2008","129.407","-5.3"
"CUSR0000SETA02","September 1, 2008","131.176","-3.6"
"CUSR0000SETA02","August 1, 2008","132.535","-2.0"
"CUSR0000SETA02","July 1, 2008","133.709","-0.8"
"CUSR0000SETA02","June 1, 2008","135.020","0.3"
"CUSR0000SETA02","May 1, 2008","136.393","1.3"
"CUSR0000SETA02","April 1, 2008","137.659","2.0"
"CUSR0000SETA02","March 1, 2008","138.541","2.5"
"CUSR0000SETA02","February 1, 2008","138.818","2.4"
"CUSR0000SETA02","January 1, 2008","138.938","2.0"
"CUSR0000SETA02","December 1, 2007","137.855","0.5"
"CUSR0000SETA02","November 1, 2007","137.559","-0.5"
"CUSR0000SETA02","October 1, 2007","136.707","-1.6"
"CUSR0000SETA02","September 1, 2007","136.022","-2.8"
"CUSR0000SETA02","August 1, 2007","135.255","-3.7"
"CUSR0000SETA02","July 1, 2007","134.748","-4.2"
"CUSR0000SETA02","June 1, 2007","134.570","-4.6"
"CUSR0000SETA02","May 1, 2007","134.653","-4.6"
"CUSR0000SETA02","April 1, 2007","134.995","-4.3"
"CUSR0000SETA02","March 1, 2007","135.201","-4.0"
"CUSR0000SETA02","February 1, 2007","135.533","-3.5"
"CUSR0000SETA02","January 1, 2007","136.169","-2.9"
"CUSR0000SETA02","December 1, 2006","137.2","-2.1"
"CUSR0000SETA02","November 1, 2006","138.3","-1.4"
"CUSR0000SETA02","October 1, 2006","139.0","-0.9"
"CUSR0000SETA02","September 1, 2006","139.9","-0.3"
"CUSR0000SETA02","August 1, 2006","140.4","0.2"
"CUSR0000SETA02","July 1, 2006","140.7","0.6"
"CUSR0000SETA02","June 1, 2006","141.0","1.2"
"CUSR0000SETA02","May 1, 2006","141.1","1.7"
"CUSR0000SETA02","April 1, 2006","141.0","1.9"
"CUSR0000SETA02","March 1, 2006","140.8","1.8"
"CUSR0000SETA02","February 1, 2006","140.4","1.4"
"CUSR0000SETA02","January 1, 2006","140.3","1.2"
"CUSR0000SETA02","December 1, 2005","140.2","1.3"
"CUSR0000SETA02","November 1, 2005","140.3","1.9"
"CUSR0000SETA02","October 1, 2005","140.2","2.6"
"CUSR0000SETA02","September 1, 2005","140.3","3.5"
"CUSR0000SETA02","August 1, 2005","140.1","6.1"
"CUSR0000SETA02","July 1, 2005","139.9","6.9"
"CUSR0000SETA02","June 1, 2005","139.3","7.2"
"CUSR0000SETA02","May 1, 2005","138.8","5.3"
"CUSR0000SETA02","April 1, 2005","138.4","5.2"
"CUSR0000SETA02","March 1, 2005","138.3","4.9"
"CUSR0000SETA02","February 1, 2005","138.4","5.0"
"CUSR0000SETA02","January 1, 2005","138.6","5.2"
"CUSR0000SETA02","December 1, 2004","138.4","5.6"
"CUSR0000SETA02","November 1, 2004","137.7","4.3"
"CUSR0000SETA02","October 1, 2004","136.7","1.2"
"CUSR0000SETA02","September 1, 2004","135.5","-2.5"
"CUSR0000SETA02","August 1, 2004","132.0","-7.9"
"CUSR0000SETA02","July 1, 2004","130.9","-10.2"
"CUSR0000SETA02","June 1, 2004","129.9","-11.9"
"CUSR0000SETA02","May 1, 2004","131.8","-10.9"
"CUSR0000SETA02","April 1, 2004","131.6","-11.3"
"CUSR0000SETA02","March 1, 2004","131.8","-11.2"
"CUSR0000SETA02","February 1, 2004","131.8","-11.2"
"CUSR0000SETA02","January 1, 2004","131.8","-11.1"
"CUSR0000SETA02","December 1, 2003","131.0","-11.8"
"CUSR0000SETA02","November 1, 2003","132.0","-11.3"
"CUSR0000SETA02","October 1, 2003","135.1","-10.4"
"CUSR0000SETA02","September 1, 2003","139.0","-8.7"
"CUSR0000SETA02","August 1, 2003","143.3","-6.6"
"CUSR0000SETA02","July 1, 2003","145.7","-4.6"
"CUSR0000SETA02","June 1, 2003","147.4","-3.2"
"CUSR0000SETA02","May 1, 2003","147.9","-2.6"
"CUSR0000SETA02","April 1, 2003","148.4","-2.2"
"CUSR0000SETA02","March 1, 2003","148.5","-2.4"
"CUSR0000SETA02","February 1, 2003","148.4","-3.6"
"CUSR0000SETA02","January 1, 2003","148.3","-4.7"
